reaction,gene,name,our_name,GLC_BATCH_mu=0.6_H,real_prot,pred_prot,kcat_Density,absolute_error,square_error,root_square_error,error
DMATT,b0421,ispA,ECDH1ME8569_0406,4.420965986014022e-07,0.4420965986014022,0.009454963647415915,0.03698729976304888,0.4326416349539863,0.18717878429565832,0.4326416349539863,0.4326416349539863
DPCOAK,b0103,coaE,ECDH1ME8569_0099,9.850495040293368e-08,0.09850495040293368,0.0020524030840502186,0.03562477599454253,0.09645254731888346,0.009303093884301453,0.09645254731888346,0.09645254731888346
DPR_num1,b0425,panE,ECDH1ME8569_0410,6.438012244584245e-08,0.06438012244584246,0.0013480508289830466,0.035459092552830196,0.0630320716168594,0.003973042052312893,0.0630320716168594,0.0630320716168594
DXPRIi,b0173,dxr,ECDH1ME8569_0166,1.3191635503537786e-07,0.13191635503537785,0.008454316005336873,0.03579850614459464,0.12346203903004098,0.015242875081455363,0.12346203903004098,0.12346203903004098
DXPS,b0420,dxs,ECDH1ME8569_0405,6.244172328278268e-07,0.6244172328278268,0.006980277443885954,0.03743597896818225,0.6174369553839408,0.38122839387379054,0.6174369553839408,0.6174369553839408
E4PD_num1,b2927,epd,ECDH1ME8569_2828,2.914228003421485e-07,0.2914228003421485,0.00041014535023623763,0.03643680413116039,0.29101265499191226,0.08468836536544175,0.29101265499191226,0.29101265499191226
ECOAH1_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.11304434143613762,0.03739709759150438,0.3626811924970026,0.13153764739104784,0.3626811924970026,0.3626811924970026
ECOAH2_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.09060179776710788,0.03736357599884456,0.38512373616603235,0.1483202921584837,0.38512373616603235,0.38512373616603235
ECOAH3_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.09476673233358789,0.037371215373939295,0.3809588015995523,0.14512960851616705,0.3809588015995523,0.3809588015995523
ECOAH4_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.11654571700387686,0.03740063520515024,0.3591798169292634,0.12901014088933915,0.3591798169292634,0.3591798169292634
ECOAH5_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.11150505661007981,0.03739539786714077,0.3642204773230604,0.13265655610143795,0.3642204773230604,0.3642204773230604
ECOAH6_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.07967224188955567,0.037340455302308326,0.3960532920435845,0.15685821013856086,0.3960532920435845,0.3960532920435845
ECOAH7_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.10433085352489786,0.03738631141181624,0.37139468040824236,0.13793400863554048,0.37139468040824236,0.37139468040824236
ENO,b2779,eno,ECDH1ME8569_2689,2.1044715490378184e-05,21.044715490378184,3.1302832104957585,0.0006349696102017314,17.914432279882426,320.9268839104935,17.914432279882426,17.914432279882426
FACOAE120,b0452,tesB,ECDH1ME8569_0437,6.159732917756557e-07,0.6159732917756557,0.12274281268239559,0.03785064432249362,0.4932304790932601,0.2432763055065669,0.4932304790932601,0.4932304790932601
FACOAE160,b0452,tesB,ECDH1ME8569_0437,6.159732917756557e-07,0.6159732917756557,0.5380354465690864,0.03540136961355684,0.07793784520656932,0.006074307715443161,0.07793784520656932,0.07793784520656932
FBA_num3,b2925,fbaA,ECDH1ME8569_2826,1.7958548232298585e-05,17.958548232298586,22.90526926711906,0.00028371686971198656,4.946721034820474,24.47004899633534,4.946721034820474,-4.946721034820474
FCLT,b0475,hemH,ECDH1ME8569_0459,6.438165678380548e-08,0.06438165678380549,0.003593044393663094,0.03546497864196048,0.060788612390142396,0.0036952553963189735,0.060788612390142396,0.060788612390142396
FUM_num2,b1611,fumC,ECDH1ME8569_1554,9.318110371356167e-07,0.9318110371356166,9.731775050868636,0.0003271654335753183,8.79996401373302,77.43936664299615,8.79996401373302,-8.79996401373302
G1PACT,b3730,glmU,ECDH1ME8569_3618,1.2564927020864003e-06,1.2564927020864003,0.10263187073459558,0.03840819277439684,1.1538608313518046,1.3313948181278776,1.1538608313518046,1.1538608313518046
G1SAT,b0154,hemL,ECDH1ME8569_0148,3.932851012986989e-06,3.9328510129869887,0.02184563305841633,0.0225903532582294,3.9110053799285724,15.295963081830237,3.9110053799285724,3.9110053799285724
G3PD2_reverse,b3608,gpsA,ECDH1ME8569_3493,1.0261783147236653e-06,1.0261783147236652,0.0566373123371831,0.03818987473023049,0.9695410023864821,0.9400097553085845,0.9695410023864821,0.9695410023864821
G5SD,b0243,proA,ECDH1ME8569_0231,2.0286008041562178e-06,2.0286008041562176,0.3896445332423457,0.03770955762385417,1.6389562709138719,2.686177657967905,1.6389562709138719,1.6389562709138719
G6PDH2r,b1852,zwf,ECDH1ME8569_1798,2.975173728874062e-06,2.9751737288740623,0.5568269085245312,0.03324890335627738,2.418346820349531,5.848401343494687,2.418346820349531,2.418346820349531
GAPD,b1779,gapA,ECDH1ME8569_1723,4.076985676604439e-05,40.76985676604439,5.914467176484037,0.0002882277133181629,34.85538958956035,1214.8981834400322,34.85538958956035,34.85538958956035
GARFT,b2500,purN,ECDH1ME8569_2426,7.640153997198038e-07,0.7640153997198038,4.085761705030037,0.0018852176901235727,3.321746305310233,11.033998516842185,3.321746305310233,-3.321746305310233
GART,b1849,purT,ECDH1ME8569_1795,2.7978462795299677e-06,2.797846279529968,0.02213532811769802,0.030875485236320038,2.77571095141227,7.704571285790009,2.77571095141227,2.77571095141227
GCALDD,b1415,aldA,ECDH1ME8569_1358,4.890240115602106e-06,4.890240115602106,0.002538844779914982,0.01585836218567928,4.887701270822191,23.889623712796862,4.887701270822191,4.887701270822191
GF6PTA,b3729,glmS,ECDH1ME8569_3617,5.8167839630325035e-06,5.816783963032504,0.10146813900654343,0.011643333144596852,5.71531582402596,32.66483496836154,5.71531582402596,5.71531582402596
GHMT2r,b2551,glyA,ECDH1ME8569_2478,2.2950564120388113e-05,22.950564120388112,8.9754358193256,0.00028431769092067367,13.975128301062512,195.30421103115836,13.975128301062512,13.975128301062512
GLNS_num1,b3870,glnA,ECDH1ME8569_3741,2.042380162432324e-05,20.42380162432324,5.2533631166544135,0.0003170185006027811,15.170438507668827,230.14220451496118,15.170438507668827,15.170438507668827
GLU5K,b0242,proB,ECDH1ME8569_0230,1.4876682273218065e-06,1.4876682273218065,0.6150297335049439,0.03701716223751757,0.8726384938168625,0.7614979408909625,0.8726384938168625,0.8726384938168625
GLUDy_reverse,b1761,gdhA,ECDH1ME8569_1705,1.3466588675299861e-05,13.466588675299862,7.215664690381408,0.00046656635451847964,6.250923984918454,39.0740506652288,6.250923984918454,6.250923984918454
GLUPRT,b2312,purF,ECDH1ME8569_2250,2.171204281312229e-06,2.171204281312229,3.5801121983575652,0.003396036211096147,1.4089079170453362,1.985021518713028,1.4089079170453362,-1.4089079170453362
GLUR_reverse,b3967,murI,ECDH1ME8569_3835,2.056176968946941e-07,0.2056176968946941,0.055712490525278775,0.036238090164908594,0.14990520636941534,0.022471570896657002,0.14990520636941534,0.14990520636941534
GLUTRS,b2400,gltX,ECDH1ME8569_2336,4.362130365738859e-06,4.362130365738859,0.1394428464930545,0.02084903893329268,4.222687519245805,17.83108988519429,4.222687519245805,4.222687519245805
GMPS2,b2507,guaA,ECDH1ME8569_2434,6.940845852180162e-06,6.9408458521801615,3.0769816338744387,0.0025663034914804525,3.863864218305723,14.929446697503295,3.863864218305723,3.863864218305723
GND,b2029,gnd,ECDH1ME8569_1965,1.29208059883338e-05,12.9208059883338,3.3131571966322264,0.0009035474386802822,9.607648791701575,92.30691530468472,9.607648791701575,9.607648791701575
GRTT,b0421,ispA,ECDH1ME8569_0406,4.420965986014022e-07,0.4420965986014022,0.010565854608815647,0.036992511217112424,0.43153074399258656,0.18621878301079528,0.43153074399258656,0.43153074399258656
HACD1_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.09014535727721355,0.037362699487720315,0.38558017665592664,0.14867207263001558,0.38558017665592664,0.38558017665592664
HACD2_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.08093441168834907,0.037343352622723446,0.3947911222447911,0.1558600302033016,0.3947911222447911,0.3947911222447911
HACD3_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.1049759893841774,0.037387206977626306,0.3707495445489628,0.13745522478326336,0.3707495445489628,0.3707495445489628
HACD4_num2,b2341,fadJ,ECDH1ME8569_2279,1.5596137430016718e-07,0.15596137430016718,0.1793722586776107,0.035889440091469285,0.023410884377443514,0.0005480695073340288,0.023410884377443514,-0.023410884377443514
HACD5_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.0917792825956167,0.03736580129861735,0.3839462513375235,0.14741472391613678,0.3839462513375235,0.3839462513375235
HACD6_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.08172001046283435,0.0373451260082036,0.3940055234703059,0.15524035252510976,0.3940055234703059,0.3940055234703059
HACD7_num1,b3846,fadB,ECDH1ME8569_3723,4.7572553393314023e-07,0.4757255339331402,0.08055337742428934,0.037342484208744656,0.39517215650885085,0.1561610332798557,0.39517215650885085,0.39517215650885085
HISTD,b2020,hisD,ECDH1ME8569_1956,3.848313465621431e-06,3.848313465621431,0.21535738629625628,0.025439967542487688,3.6329560793251745,13.198369874305744,3.6329560793251745,3.6329560793251745
HISTP,b2022,hisB,ECDH1ME8569_1958,3.467198272723999e-06,3.467198272723999,0.2866645198238646,0.02895444983529558,3.1805337529001347,10.115794953337016,3.1805337529001347,3.1805337529001347
HMBS,b3805,hemC,ECDH1ME8569_3684,9.497308948664064e-07,0.9497308948664064,0.006325116721021101,0.03780846465388891,0.9434057781453853,0.8900144622380999,0.9434057781453853,0.9434057781453853
HPPK2,b0142,folK,ECDH1ME8569_0136,4.1277896344307443e-07,0.4127789634430744,0.021698842119533903,0.03694905000057829,0.39108012132354053,0.15294366129443518,0.39108012132354053,0.39108012132354053
HSDy_reverse_num1,b3940,metL,ECDH1ME8569_3809,1.5296301178129763e-06,1.5296301178129763,1.0508991323419856,0.030012422088915067,0.4787309854709907,0.2291833564500259,0.4787309854709907,0.4787309854709907
HSK,b0003,thrB,ECDH1ME8569_0003,2.1396117705300113e-06,2.1396117705300113,1.000721610797239,0.03157541682203561,1.1388901597327723,1.2970707959361396,1.1388901597327723,1.1388901597327723
HSST,b4013,metA,ECDH1ME8569_3869,3.2429483657208334e-06,3.2429483657208333,0.5998580295911876,0.031578320226551056,2.643090336129646,6.985926524941924,2.643090336129646,2.643090336129646
HSTPT,b2021,hisC,ECDH1ME8569_1957,3.97848079594414e-06,3.97848079594414,0.2478313851309882,0.024757263261383992,3.730649410813152,13.91774502640052,3.730649410813152,3.730649410813152
ICDHyr,b1136,icd,ECDH1ME8569_1071,3.2195172044708184e-05,32.19517204470819,4.568530878251174,0.00031739517121169553,27.626641166457013,763.2313021401773,27.626641166457013,27.626641166457013
ICYSDS,b2530,iscS,ECDH1ME8569_2457,1.2873431638154276e-05,12.873431638154276,0.01782303446998633,0.0018408864837094105,12.85560860368429,165.26667257112155,12.85560860368429,12.85560860368429
IGPDH,b2022,hisB,ECDH1ME8569_1958,3.467198272723999e-06,3.467198272723999,0.5278755226905584,0.030097204965031953,2.939322750033441,8.63961822886415,2.939322750033441,2.939322750033441
IGPS,b1262,trpC,ECDH1ME8569_1202,1.8347964505556066e-06,1.8347964505556067,0.36571875176565843,0.038242849541716424,1.4690776987899483,2.15818928508197,1.4690776987899483,1.4690776987899483
ILETA_reverse,b3770,ilvE,ECDH1ME8569_3651,4.890362137537153e-06,4.890362137537153,0.7437070554839372,0.020269671925446715,4.146655082053216,17.19474836951776,4.146655082053216,4.146655082053216
IMPC_reverse,b4006,purH,ECDH1ME8569_3866,6.116183714588418e-06,6.116183714588417,4.04651638099506,0.00186814174495309,2.0696673335933573,4.283522871743437,2.0696673335933573,2.0696673335933573
IPDPS,b0029,ispH,ECDH1ME8569_0026,4.713441631434499e-07,0.4713441631434499,0.036851874841709084,0.03719377447699147,0.4344922883017408,0.18878354859368304,0.4344922883017408,0.4344922883017408
IPMD,b0073,leuB,ECDH1ME8569_0071,8.915171056584879e-06,8.915171056584878,0.6800379020627959,0.004463890641930043,8.235133154522082,67.8174180727088,8.235133154522082,8.235133154522082
IPPS,b0074,leuA,ECDH1ME8569_0072,5.383628621593036e-06,5.383628621593036,1.7355675111568272,0.012093782111946927,3.6480611104362084,13.308349865477062,3.6480611104362084,3.6480611104362084
