UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
P0A6V1,637,"['Glucose-1-phosphate adenylyltransferase', 'ADP-glucose pyrophosphorylase', 'ADPGlc PPase', 'ADP-glucose synthase']",Homotetramer; dimer of dimers.,"['glgC', 'b3430', 'JW3393']",4
P0AEW1,638,['Hydrogenase-4 component E'],Homotetramer; dimer of dimers.,"['hyfE', 'b2485', 'JW2470']",4
P0A9C5,639,"['Glutamine synthetase', 'GS', 'Glutamate--ammonia ligase', 'Glutamine synthetase I beta', 'GSI beta']",Oligomer of 12 subunits arranged in the form of two hexameric ring.,"['glnA', 'b3870', 'JW3841']",12
P28861,640,"['Flavodoxin/ferredoxin--NADP reductase', 'Ferredoxin (flavodoxin):NADP(+) oxidoreductase', 'Ferredoxin--NADP reductase', 'FNR', 'Flavodoxin--NADP reductase', 'FLDR', 'Methyl viologen resistance protein A', 'dA1']",Monomer.,"['fpr', 'mvrA', 'b3924', 'JW3895']",1
P0ABY4,641,['Flavodoxin 2'],Monomer.,"['fldB', 'b2895', 'JW2863']",1
P00962,642,['Glutamine--tRNA ligase'],Monomer.,"['glnS', 'b0680', 'JW0666']",1
P61949,643,['Flavodoxin 1'],Monomer.,"['fldA', 'b0684', 'JW0671']",1
P0AEQ3,644,"['Glutamine-binding periplasmic protein', 'GlnBP']",Monomer.,"['glnH', 'b0811', 'JW0796']",1
P10346,645,['Glutamine transport ATP-binding protein GlnQ'],Heterotetramer with 2 subunits of GlnQ and 2 subunits of GlnP.,"['glnQ', 'b0809', 'JW0794']",2
P23882,646,['Methionyl-tRNA formyltransferase'],Monomer.,"['fmt', 'yhdD', 'b3288', 'JW3249']",1
P0AEQ6,647,['Glutamine transport system permease protein GlnP'],Monomer.,"['glnP', 'b0810', 'JW0795']",1
P0AG40,648,['Bifunctional riboflavin kinase/FMN adenylyltransferase'],Monomer.,"['ribF', 'yaaC', 'b0025', 'JW0023']",1
P0A9S3,649,['Galactitol 1-phosphate 5-dehydrogenase'],Monomer.,"['gatD', 'b2091', 'JW2075']",1
P80644,650,"['FMN reductase (NADPH)', 'FMN reductase', 'Sulfate starvation-induced protein 4', 'SSI4']",Homodimer.,"['ssuE', 'ycbP', 'b0937', 'JW0920']",2
P0A7B5,651,['Glutamate 5-kinase'],Homotetramer. Dimer of dimers. May form a complex with gamma-glutamyl phosphate reductase (proA).,"['proB', 'b0242', 'JW0232']",4
P63235,652,"['Glutamate/gamma-aminobutyrate antiporter', 'Glu/GABA antiporter']",Monomer.,"['gadC', 'acsA', 'xasA', 'b1492', 'JW1487']",1
P0AC28,653,"['5-formyltetrahydrofolate cyclo-ligase', '5-FCL']",Monomer.,"['ygfA', 'b2912', 'JW2879']",1
P0A6W9,654,"['Glutamate--cysteine ligase', 'Gamma-ECS', 'GCS', 'Gamma-glutamylcysteine synthetase']",Monomer.,"['gshA', 'gsh-I', 'b2688', 'JW2663']",1
P69902,655,"['Formyl-CoA:oxalate CoA-transferase', 'FCOCT']",Homodimer.,"['frc', 'yfdW', 'b2374', 'JW2371']",2
P0ACE0,656,"['Hydrogenase-2 large chain', 'HYD2', 'Membrane-bound hydrogenase 2 large subunit', 'NiFe hydrogenase']",Heterodimer of a large and a small subunit.,"['hybC', 'b2994', 'JW2962']",1
P69910,657,"['Glutamate decarboxylase beta', 'GAD-beta']",Homohexamer composed of three dimers.,"['gadB', 'b1493', 'JW1488']",6
P77733,658,['Formate channel FocB'],Homohexamer composed of three dimers.,"['focB', 'b2492', 'JW2477']",6
P69908,659,"['Glutamate decarboxylase alpha', 'GAD-alpha']",Homohexamer.,"['gadA', 'gadS', 'b3517', 'JW3485']",6
P0AC23,660,['Formate channel FocA'],"Homopentamer (PubMed:20041954, PubMed:24659605, PubMed:33169422). Interacts directly with the pyruvate formate-lyase PflB (PubMed:24887098). PflB interacts with the cytoplasmically oriented face of FocA and the N-terminal helix of FocA is important for this specific interaction (PubMed:24887098). Also interacts with the ketobutyrate/pyruvate formate-lyase TdcE (PubMed:28955877).","['focA', 'ycaE', 'b0904', 'JW0887']",5
P37180,661,['Probable Ni/Fe-hydrogenase 2 b-type cytochrome subunit'],"Homopentamer (PubMed:20041954, PubMed:24659605, PubMed:33169422). Interacts directly with the pyruvate formate-lyase PflB (PubMed:24887098). PflB interacts with the cytoplasmically oriented face of FocA and the N-terminal helix of FocA is important for this specific interaction (PubMed:24887098). Also interacts with the ketobutyrate/pyruvate formate-lyase TdcE (PubMed:28955877).","['hybB', 'b2995', 'JW5494']",5
P0ACD4,662,['Iron-sulfur cluster assembly scaffold protein IscU'],Homodimer. Forms a heterotetramer with IscS; each subunit of the IscS dimer contacts an IscU monomer.,"['iscU', 'nifU', 'yfhN', 'b2529', 'JW2513']",2
P00370,663,"['NADP-specific glutamate dehydrogenase', 'NADP-GDH']",Homohexamer.,"['gdhA', 'b1761', 'JW1750']",6
P0A6B7,664,"['Cysteine desulfurase IscS', 'NifS protein homolog', 'ThiI transpersulfidase', 'TusA transpersulfidase']","Homodimer. The homodimer interacts with IscU and TusA, other S acceptors. Each subunit of the IscS dimer contacts a IscU monomer.","['iscS', 'nuvC', 'yfhO', 'yzzO', 'b2530', 'JW2514']",2
P0A6W0,665,['Glutaminase 2'],Homotetramer.,"['glsA2', 'yneH', 'b1524', 'JW1517']",4
P27838,666,['Iron-sulfur cluster assembly protein CyaY'],"Monomer (PubMed:16603772, PubMed:19305405, PubMed:28931050). Forms homodimers and higher oligomers in the presence of iron (PubMed:16603772, PubMed:28931050). Interacts with IscS (PubMed:16603772, PubMed:19305405, PubMed:25430730).","['cyaY', 'b3807', 'JW3779']",1
P0AAC8,667,['Iron-binding protein IscA'],Homodimer; may form tetramers and higher multimers.,"['iscA', 'yfhF', 'b2528', 'JW2512']",2
P00363,668,['Fumarate reductase flavoprotein subunit'],"Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD) (PubMed:10373108, PubMed:11850430). Can be cross-linked to SdhE (PubMed:26644464). Purified from membrane fractions associated with protoporphyrinogen IX dehydrogenase (hemG) (PubMed:20484676).","['frdA', 'b4154', 'JW4115']",1
P77454,669,['Glutaminase 1'],Homotetramer.,"['glsA1', 'ybaS', 'b0485', 'JW0474']",4
P08200,670,"['Isocitrate dehydrogenase [NADP]', 'IDH', 'IDP', 'NADP(+)-dependent isocitric dehydrogenase', 'NADP(+)-specific ICDH', 'Oxalosuccinate decarboxylase']",Homodimer.,"['icd', 'icdA', 'icdE', 'b1136', 'JW1122']",2
P0AG16,671,"['Amidophosphoribosyltransferase', 'ATase']",Homotetramer.,"['purF', 'b2312', 'JW2309']",4
P0A8Q3,672,"['Fumarate reductase subunit D', 'Fumarate reductase 13 kDa hydrophobic protein', 'Quinol-fumarate reductase subunit D', 'QFR subunit D']","Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD).","['frdD', 'b4151', 'JW4112']",1
P22634,673,['Glutamate racemase'],Monomer.,"['murI', 'dga', 'glr', 'yijA', 'b3967', 'JW5550']",1
P0AC47,674,['Fumarate reductase iron-sulfur subunit'],"Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD).","['frdB', 'b4153', 'JW4114']",1
P38051,675,"['Isochorismate synthase MenF', 'Isochorismate hydroxymutase', 'Isochorismate mutase']",Homodimer.,"['menF', 'yfbA', 'b2265', 'JW2260']",2
P0A6X1,676,"['Glutamyl-tRNA reductase', 'GluTR']","Homodimer. Interacts with glutamate-1-semialdehyde 2,1-aminomutase (GSA-AM), which forms a metabolic channeling between both enzymes to protect the reactive aldehyde species GSA.","['hemA', 'b1210', 'JW1201']",2
P0AEJ2,677,['Isochorismate synthase EntC'],Monomer. Forms a specific pairwise interaction with EntB; this interaction likely facilitates substrate channeling to connect the EntB and EntC active sites (PubMed:35952947).,"['entC', 'b0593', 'JW0585']",1
P0A8Q0,678,"['Fumarate reductase subunit C', 'Fumarate reductase 15 kDa hydrophobic protein', 'Quinol-fumarate reductase subunit C', 'QFR subunit C']","Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD).","['frdC', 'b4152', 'JW4113']",1
P04805,679,['Glutamate--tRNA ligase'],Monomer.,"['gltX', 'b2400', 'JW2395']",1
P0AEW9,680,['1-phosphofructokinase'],Homodimer.,"['fruK', 'fpk', 'b2168', 'JW2155']",2
P0ADI4,681,"['Enterobactin synthase component B', 'Enterobactin biosynthesis bifunctional protein EntB', 'Enterochelin synthase B']","Proteins EntB, EntD, EntE, and EntF form a multienzyme complex called enterobactin synthase. Homodimer (PubMed:16632253). Also forms a specific pairwise interaction with EntC; this interaction likely facilitates substrate channeling to connect the EntB and EntC active sites (PubMed:35952947).","['entB', 'entG', 'b0595', 'JW0587']",2
P0AER8,682,['Sodium/glutamate symporter'],"Proteins EntB, EntD, EntE, and EntF form a multienzyme complex called enterobactin synthase. Homodimer (PubMed:16632253). Also forms a specific pairwise interaction with EntC; this interaction likely facilitates substrate channeling to connect the EntB and EntC active sites (PubMed:35952947).","['gltS', 'gltC', 'b3653', 'JW3628']",2
P0A9G6,683,"['Isocitrate lyase', 'ICL', 'Isocitrase', 'Isocitratase']",Homotetramer.,"['aceA', 'icl', 'b4015', 'JW3975']",4
P0AEP7,684,['Glyoxylate carboligase'],Homotetramer.,"['gcl', 'b0507', 'JW0495']",4
P0AC00,685,['Fructoselysine 6-phosphate deglycase'],Homododecamer.,"['frlB', 'yhfN', 'b3371', 'JW5700']",12
P0AER0,686,"['Glycerol uptake facilitator protein', 'Aquaglyceroporin', 'Glycerol facilitator']","Homotetramer (PubMed:11039922, PubMed:11226336). Exists in multiple oligomeric states (PubMed:11226336). Is predominantly disassociated in the less dense fractions (PubMed:11226336). Tetramers are stabilized while in the membrane and during affinity purification (PubMed:11226336).","['glpF', 'b3927', 'JW3898']",4
P45541,687,['Fructoselysine 3-epimerase'],Homooctamer.,"['frlC', 'yhfO', 'yhfP', 'b4474', 'JW5699']",8
P39346,688,['L-idonate 5-dehydrogenase (NAD(P)(+))'],Homooctamer.,"['idnD', 'yjgV', 'b4267', 'JW4224']",8
P0AB77,689,"['2-amino-3-ketobutyrate coenzyme A ligase', 'AKB ligase']",Homodimer.,"['kbl', 'b3617', 'JW3592']",2
P60664,690,"['Imidazole glycerol phosphate synthase subunit HisF', 'IGP synthase cyclase subunit', 'IGP synthase subunit HisF', 'ImGP synthase subunit HisF', 'IGPS subunit HisF']",Heterodimer of HisH and HisF.,"['hisF', 'b2025', 'JW2007']",1
P45543,691,['Fructoselysine 6-kinase'],Monomer.,"['frlD', 'yhfQ', 'b3374', 'JW3337']",1
P08194,692,"['Glycerol-3-phosphate transporter', 'G-3-P transporter']",Monomer.,"['glpT', 'b2240', 'JW2234']",1
P45539,693,['Probable fructoselysine/psicoselysine transporter FrlA'],Monomer.,"['frlA', 'yhfM', 'b3370', 'JW3333']",1
P60595,694,"['Imidazole glycerol phosphate synthase subunit HisH', 'IGP synthase glutaminase subunit', 'IGP synthase subunit HisH', 'ImGP synthase subunit HisH', 'IGPS subunit HisH']",Heterodimer of HisH and HisF.,"['hisH', 'b2023', 'JW2005']",1
P77364,695,"['Glycerate 3-kinase', 'D-Glycerate-3-kinase', 'Glycerate kinase 2', 'GK2']",Heterodimer of HisH and HisF.,"['glxK', 'glxB5', 'ybbZ', 'b0514', 'JW0502']",1
P0AC94,696,"['High-affinity gluconate transporter', 'Gluconate permease 3', 'Gnt-III system']",Heterodimer of HisH and HisF.,"['gntP', 'yjiB', 'b4321', 'JW4284']",1
P23524,697,['Glycerate 2-kinase'],Heterodimer of HisH and HisF.,"['garK', 'yhaD', 'b3124', 'JW3093']",1
P69811,698,"['Multiphosphoryl transfer protein', 'MTP', 'Diphosphoryl transfer protein', 'DTP', 'Phosphotransferase FPr protein', 'Pseudo-HPr']",Heterodimer of HisH and HisF.,"['fruB', 'fpr', 'fruF', 'b2169', 'JW2156']",1
P00909,699,['Tryptophan biosynthesis protein TrpCF'],Monomer.,"['trpC', 'trpF', 'b1262', 'JW1254']",1
P0A6T9,700,['Glycine cleavage system H protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['gcvH', 'b2904', 'JW2872']",1
P0AB80,701,"['Branched-chain-amino-acid aminotransferase', 'BCAT']",Homohexamer.,"['ilvE', 'b3770', 'JW5606']",6
P20966,702,"[""PTS system fructose-specific EIIB'BC component""]",Homohexamer.,"['fruA', 'ptsF', 'b2167', 'JW2154']",6
P37051,703,['Formyltetrahydrofolate deformylase'],Homohexamer.,"['purU', 'tgs', 'ychI', 'b1232', 'JW1220']",6
P27248,704,['Aminomethyltransferase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['gcvT', 'b2905', 'JW2873']",1
P11551,705,"['L-fucose-proton symporter', '6-deoxy-L-galactose permease', 'L-fucose permease', 'L-fucose-H(+) symport protein']","The glycine cleavage system is composed of four proteins: P, T, L and H.","['fucP', 'b2801', 'JW2772']",1
P00956,706,['Isoleucine--tRNA ligase'],Monomer.,"['ileS', 'ilvS', 'b0026', 'JW0024']",1
P33195,707,"['Glycine dehydrogenase (decarboxylating)', 'Glycine cleavage system P-protein', 'Glycine decarboxylase', 'Glycine dehydrogenase (aminomethyl-transferring)']","The glycine cleavage system is composed of four proteins: P, T, L and H.","['gcvP', 'b2903', 'JW2871']",1
P0AD99,708,"['Branched-chain amino acid permease BrnQ', 'BCAA permease', 'Branched-chain amino acid transport system 2 carrier protein', 'LIV-II']","The glycine cleavage system is composed of four proteins: P, T, L and H.","['brnQ', 'b0401', 'JW0391']",1
P05042,709,"['Fumarate hydratase class II', 'Fumarase C', 'Aerobic fumarase', 'Iron-independent fumarase']",Homotetramer.,"['fumC', 'b1611', 'JW1603']",4
P0ADG7,710,"[""Inosine-5'-monophosphate dehydrogenase""]",Homotetramer.,"['guaB', 'guaR', 'b2508', 'JW5401']",4
P52073,711,['Glycolate oxidase subunit GlcE'],"The glycolate oxidase likely consists of three subunits, GlcD, GlcE and GlcF.","['glcE', 'gox', 'yghL', 'b4468', 'JW5487']",1
P0ACC7,712,['Bifunctional protein GlmU'],Homotrimer. In vivo forms a hexameric aggregate.,"['glmU', 'yieA', 'b3730', 'JW3708']",3
P52074,713,"['Glycolate oxidase iron-sulfur subunit', 'Glycolate dehydrogenase subunit GlcF', 'Glycolate oxidase subunit GlcF']","The glycolate oxidase likely consists of three subunits, GlcD, GlcE and GlcF.","['glcF', 'gox', 'yghL', 'b4467', 'JW5486']",1
P0AEP9,714,['Glycolate oxidase subunit GlcD'],"The glycolate oxidase likely consists of three subunits, GlcD, GlcE and GlcF.","['glcD', 'gox', 'yghM', 'b2979', 'JW2946']",1
P0AAD2,715,['Tryptophan-specific transport protein'],"The glycolate oxidase likely consists of three subunits, GlcD, GlcE and GlcF.","['mtr', 'b3161', 'JW3130']",1
P0A6F3,716,"['Glycerol kinase', 'ATP:glycerol 3-phosphotransferase', 'Glycerokinase', 'GK']",Homotetramer and homodimer (in equilibrium). Heterodimer with EIIA-Glc (crr). Binds 1 zinc ion per glycerol kinase EIIA-Glc dimer. The zinc ion is important for dimerization.,"['glpK', 'b3926', 'JW3897']",4
P0AC84,717,['Hydroxyacylglutathione hydrolase GloB'],Monomer.,"['gloB', 'yafR', 'b0212', 'JW0202']",1
P31448,718,['Uncharacterized symporter YidK'],Monomer.,"['yidK', 'b3679', 'JW3655']",1
P00961,719,['Glycine--tRNA ligase beta subunit'],Tetramer of two alpha and two beta subunits.,"['glyS', 'glyS(B)', 'b3559', 'JW3530']",2
Q46822,720,"['Isopentenyl-diphosphate Delta-isomerase', 'IPP isomerase', 'IPP:DMAPP isomerase', 'Isopentenyl pyrophosphate isomerase']",Homodimer.,"['idi', 'ygfV', 'b2889', 'JW2857']",2
P00960,721,['Glycine--tRNA ligase alpha subunit'],Tetramer of two alpha and two beta subunits.,"['glyQ', 'glyS(A)', 'b3560', 'JW3531']",2
P33594,722,['Nickel import ATP-binding protein NikE'],"The complex is composed of two ATP-binding proteins (NikD and NikE), two transmembrane proteins (NikB and NikC) and a solute-binding protein (NikA).","['nikE', 'b3480', 'JW3445']",1
P0AC88,723,"['GDP-mannose 4,6-dehydratase']",Homodimer.,"['gmd', 'yefA', 'yefN', 'b2053', 'JW2038']",2
P30125,724,"['3-isopropylmalate dehydrogenase', '3-IPM-DH', 'Beta-IPM dehydrogenase', 'IMDH']",Homodimer.,"['leuB', 'b0073', 'JW5807']",2
P76658,725,['Bifunctional protein HldE'],Homodimer.,"['hldE', 'rfaE', 'waaE', 'yqiF', 'b3052', 'JW3024']",2
P30126,726,"['3-isopropylmalate dehydratase small subunit', 'Alpha-IPM isomerase', 'IPMI', 'Isopropylmalate isomerase']",Heterodimer of LeuC and LeuD.,"['leuD', 'b0071', 'JW0070']",1
P33590,727,['Nickel-binding periplasmic protein'],Heterodimer of LeuC and LeuD.,"['nikA', 'b3476', 'JW3441']",1
P63228,728,"['D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase']",Monomer.,"['gmhB', 'yaeD', 'b0200', 'JW0196']",1
P0AFA9,729,['Nickel transport system permease protein NikC'],Probably forms a heterodimeric pore with NikB.,"['nikC', 'b3478', 'JW3443']",1
P0A6A6,730,"['3-isopropylmalate dehydratase large subunit', 'Alpha-IPM isomerase', 'IPMI', 'Isopropylmalate isomerase']",Heterodimer of LeuC and LeuD.,"['leuC', 'b0072', 'JW0071']",1
P33593,731,['Nickel import ATP-binding protein NikD'],"The complex is composed of two ATP-binding proteins (NikD and NikE), two transmembrane proteins (NikB and NikC) and a solute-binding protein (NikA).","['nikD', 'b3479', 'JW3444']",1
P09151,732,"['2-isopropylmalate synthase', 'Alpha-IPM synthase', 'Alpha-isopropylmalate synthase']",Homodimer.,"['leuA', 'b0074', 'JW0073']",2
P04951,733,['3-deoxy-manno-octulosonate cytidylyltransferase'],Homodimer.,"['kdsB', 'b0918', 'JW0901']",2
P04079,734,"['GMP synthase [glutamine-hydrolyzing]', 'GMP synthetase', 'GMPS', 'Glutamine amidotransferase']",Homodimer.,"['guaA', 'b2507', 'JW2491']",2
A0A140N5J7,735,['3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC'],Homotetramer.,"['kdsC', 'ECBD_0544']",4
P00350,736,"['6-phosphogluconate dehydrogenase, decarboxylating']",Homodimer.,"['gnd', 'b2029', 'JW2011']",2
P0A715,737,"['2-dehydro-3-deoxyphosphooctonate aldolase', '3-deoxy-D-manno-octulosonic acid 8-phosphate synthase', 'KDO-8-phosphate synthase']",Homotrimer.,"['kdsA', 'b1215', 'JW1206']",3
P37678,738,"['3-keto-L-gulonate-6-phosphate decarboxylase SgbH', 'KGPDC']",Homodimer.,"['sgbH', 'yiaQ', 'b3581', 'JW3553']",2
P39304,739,"['3-keto-L-gulonate-6-phosphate decarboxylase UlaD', '3-dehydro-L-gulonate-6-phosphate decarboxylase', 'KGPDC', 'L-ascorbate utilization protein D']",Homodimer.,"['ulaD', 'sgaH', 'yjfV', 'b4196', 'JW4154']",2
P27278,740,['Trifunctional NAD biosynthesis/regulator protein NadR'],Homotetramer.,"['nadR', 'nadI', 'b4390', 'JW5800']",4
P0A752,741,"['Nicotinate-nucleotide adenylyltransferase', 'Deamido-NAD(+) diphosphorylase', 'Deamido-NAD(+) pyrophosphorylase', 'Nicotinate mononucleotide adenylyltransferase', 'NaMN adenylyltransferase']",Homotetramer.,"['nadD', 'ybeN', 'b0639', 'JW0634']",4
P46859,742,['Thermoresistant gluconokinase'],Homotetramer.,"['gntK', 'b3437', 'JW3400']",4
P0AFK2,743,['Nicotinamide riboside transporter PnuC'],Homotetramer.,"['pnuC', 'b0751', 'JW0734']",4
P03961,744,"['Potassium-transporting ATPase KdpC subunit', 'ATP phosphohydrolase [potassium-transporting] C chain', 'Potassium-binding and translocating subunit C', 'Potassium-translocating ATPase C chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC (PubMed:2849541, PubMed:28636601, PubMed:30478378, PubMed:9858692). The complex also contains KdpF, a small non-essential subunit (PubMed:10608856, PubMed:28636601, PubMed:30478378). The KdpFABC complex exists as a dimer above concentrations of 30-50 nM, whereas the complex exists as a functional monomer at lower concentrations (PubMed:18298081).","['kdpC', 'b0696', 'JW0684']",1
P39208,745,['Thermosensitive gluconokinase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC (PubMed:2849541, PubMed:28636601, PubMed:30478378, PubMed:9858692). The complex also contains KdpF, a small non-essential subunit (PubMed:10608856, PubMed:28636601, PubMed:30478378). The KdpFABC complex exists as a dimer above concentrations of 30-50 nM, whereas the complex exists as a functional monomer at lower concentrations (PubMed:18298081).","['idnK', 'gntV', 'b4268', 'JW4225']",1
P21369,746,"['Nicotinamidase', 'Nicotinamide deamidase', 'NAMase', 'Pyrazinamidase', 'PZAase']","The system is composed of three essential subunits: KdpA, KdpB and KdpC (PubMed:2849541, PubMed:28636601, PubMed:30478378, PubMed:9858692). The complex also contains KdpF, a small non-essential subunit (PubMed:10608856, PubMed:28636601, PubMed:30478378). The KdpFABC complex exists as a dimer above concentrations of 30-50 nM, whereas the complex exists as a functional monomer at lower concentrations (PubMed:18298081).","['pncA', 'nam', 'ydjB', 'b1768', 'JW1757']",1
