UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
P0A9V1,120,['Lipopolysaccharide export system ATP-binding protein LptB'],Component of the lipopolysaccharide transport and assembly complex. The LptBFG transporter is composed of two ATP-binding proteins (LptB) and two transmembrane proteins (LptF and LptG).,"['lptB', 'yhbG', 'b3201', 'JW3168']",2
P0ADV1,121,['Lipopolysaccharide export system protein LptA'],"Component of the lipopolysaccharide transport and assembly complex. Can form head-to-tail homodimers and oligomers. Interacts with LptC, LptD and with the lipid A domain of LPS.","['lptA', 'yhbN', 'b3200', 'JW3167']",2
P76145,122,['Trans-aconitate 2-methyltransferase'],Monomer.,"['tam', 'yneD', 'b1519', 'JW1512']",1
P36683,123,"['Aconitate hydratase B', '(2R,3S)-2-methylisocitrate dehydratase', '(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase', '2-methyl-cis-aconitate hydratase', 'Iron-responsive protein-like', 'IRP-like', 'RNA-binding protein']",Monomer. AcnB can also form a homodimer. The monomer-homodimer transition is dependent on iron availability and the carboxymethylation of C-273 inhibits the dimer formation.,"['acnB', 'yacI', 'yacJ', 'b0118', 'JW0114']",1
P0A9Q9,124,['Aspartate-semialdehyde dehydrogenase'],Homodimer.,"['asd', 'hom', 'b3433', 'JW3396']",2
P25516,125,"['Aconitate hydratase A', 'Iron-responsive protein-like', 'IRP-like', 'RNA-binding protein', 'Stationary phase enzyme']",Monomer.,"['acnA', 'acn', 'b1276', 'JW1268']",1
P39300,126,['Probable L-ascorbate-6-phosphate lactonase UlaG'],Monomer.,"['ulaG', 'yjfR', 'b4192', 'JW5868']",1
P77581,127,"['Succinylornithine transaminase', 'SOAT', 'Carbon starvation protein C', 'Succinylornithine aminotransferase']",Monomer.,"['astC', 'argM', 'cstC', 'ydjW', 'b1748', 'JW1737']",1
P69820,128,['Ascorbate-specific PTS system EIIA component'],Monomer.,"['ulaC', 'ptxA', 'sgaA', 'yjfU', 'b4195', 'JW4153']",1
P39301,129,['Ascorbate-specific PTS system EIIC component'],Homodimer.,"['ulaA', 'sgaT', 'yjfS', 'b4193', 'JW5744']",2
P18335,130,['Acetylornithine/succinyldiaminopimelate aminotransferase'],Homodimer.,"['argD', 'dapC', 'dtu', 'b3359', 'JW3322']",2
P69822,131,['Ascorbate-specific PTS system EIIB component'],Homodimer.,"['ulaB', 'sgaB', 'yjfT', 'b4194', 'JW4152']",2
P27247,132,"['Phosphate acyltransferase', 'Acyl-ACP phosphotransacylase', 'Acyl-[acyl-carrier-protein]--phosphate acyltransferase', 'Phosphate-acyl-ACP acyltransferase']",Homodimer. Probably interacts with PlsY.,"['plsX', 'b1090', 'JW5156']",2
P37595,133,"['Isoaspartyl peptidase', 'Beta-aspartyl-peptidase', 'EcAIII', 'Isoaspartyl dipeptidase']",Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,"['iaaA', 'spt', 'ybiK', 'b0828', 'JW0812']",1
P24224,134,"['Holo-[acyl-carrier-protein] synthase', 'Holo-ACP synthase']",Homodimer.,"['acpS', 'dpj', 'b2563', 'JW2547']",2
P37623,135,"[""4'-phosphopantetheinyl transferase AcpT""]",Homodimer.,"['acpT', 'yhhU', 'b3475', 'JW3440']",2
P0A962,136,"['L-asparaginase 1', 'L-asparaginase I', 'L-ASNase I', 'L-asparagine amidohydrolase I']",Homotetramer.,"['ansA', 'b1767', 'JW1756']",4
P31125,137,['Probable amino-acid metabolite efflux pump'],Homotetramer.,"['eamA', 'ydeD', 'b1533', 'JW5250']",4
P38101,138,['Cysteine/O-acetylserine efflux protein'],Homotetramer.,"['eamB', 'yfiK', 'b2578', 'JW2562']",4
P00805,139,"['L-asparaginase 2', 'L-asparaginase II', 'L-ASNase II', 'L-asparagine amidohydrolase II']",Homotetramer.,"['ansB', 'b2957', 'JW2924']",4
P32705,140,"['Cation/acetate symporter ActP', 'Acetate permease', 'Acetate transporter ActP']",Has been isolated from inner membrane preparations as a homodimer.,"['actP', 'yjcG', 'b4067', 'JW4028']",1
P22333,141,['Adenosine deaminase'],Has been isolated from inner membrane preparations as a homodimer.,"['add', 'b1623', 'JW1615']",1
P22106,142,"['Asparagine synthetase B [glutamine-hydrolyzing]', 'AS-B']",Homodimer.,"['asnB', 'b0674', 'JW0660']",2
P28305,143,['Aminodeoxychorismate lyase'],Homodimer.,"['pabC', 'b1096', 'JW1082']",2
P00963,144,['Aspartate--ammonia ligase'],Homodimer.,"['asnA', 'b3744', 'JW3722']",2
P0A8M0,145,['Asparagine--tRNA ligase'],Homodimer.,"['asnS', 'tss', 'b0930', 'JW0913']",2
P77610,146,['L-asparagine permease'],Homodimer.,"['ansP', 'yncF', 'b1453', 'JW5234']",2
P05041,147,['Aminodeoxychorismate synthase component 1'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB).,"['pabB', 'b1812', 'JW1801']",1
P00903,148,"['Aminodeoxychorismate synthase component 2', '4-amino-4-deoxychorismate synthase component 2', 'Aminodeoxychorismate synthase, glutamine amidotransferase component']",Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB).,"['pabA', 'b3360', 'JW3323']",1
P31441,149,['Adenine deaminase'],Homodimer.,"['ade', 'yicP', 'b3665', 'JW3640']",2
P0AGM9,150,['Xanthine permease XanP'],Homodimer.,"['xanP', 'yicE', 'b3654', 'JW3629']",2
P31440,151,['Adenine permease AdeQ'],Homodimer.,"['adeQ', 'yicO', 'b3664', 'JW5636']",2
P0AB93,152,['Arsenical pump membrane protein'],Homodimer.,"['arsB', 'arsF', 'b3502', 'JW3469']",2
P69441,153,"['Adenylate kinase', 'AK', 'ATP-AMP transphosphorylase', 'ATP:AMP phosphotransferase', 'Adenylate monophosphate kinase']",Monomer.,"['adk', 'dnaW', 'plsA', 'b0474', 'JW0463']",1
P0A7F6,154,['S-adenosylmethionine decarboxylase proenzyme'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['speD', 'b0120', 'JW0116']",1
P00936,155,"['Adenylate cyclase', 'ATP pyrophosphate-lyase', 'Adenylyl cyclase']",Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['cyaA', 'cya', 'b3806', 'JW3778']",1
P22564,156,['Non-specific ribonucleoside hydrolase RihC'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['rihC', 'yaaF', 'b0030', 'JW0028']",1
P0A6J5,157,['D-amino acid dehydrogenase'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['dadA', 'dadR', 'b1189', 'JW1178']",1
P0AFF2,158,['Nucleoside permease NupC'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['nupC', 'cru', 'b2393', 'JW2389']",1
P0A790,159,['Aspartate 1-decarboxylase'],"Heterooctamer of four alpha and four beta subunits (PubMed:9546220). Interacts with PanZ (PubMed:23170229, PubMed:25910242).","['panD', 'b0131', 'JW0127']",4
P0AFF4,160,['Nucleoside permease NupG'],"Heterooctamer of four alpha and four beta subunits (PubMed:9546220). Interacts with PanZ (PubMed:23170229, PubMed:25910242).","['nupG', 'b2964', 'JW2932']",4
P45562,161,['Xanthosine permease'],"Heterooctamer of four alpha and four beta subunits (PubMed:9546220). Interacts with PanZ (PubMed:23170229, PubMed:25910242).","['xapB', 'b2406', 'JW2397']",4
P0A786,162,['Aspartate carbamoyltransferase catalytic subunit'],"Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).","['pyrB', 'b4245', 'JW4204']",12
P0ABN1,163,"['Diacylglycerol kinase', 'DAGK']",Homotrimer.,"['dgkA', 'dgk', 'b4042', 'JW4002']",3
P0A927,164,['Nucleoside-specific channel-forming protein Tsx'],Homotrimer.,"['tsx', 'nupA', 'b0411', 'JW0401']",3
P36561,165,"['Adenosylcobinamide-GDP ribazoletransferase', 'Cobalamin synthase', ""Cobalamin-5'-phosphate synthase""]",Homotrimer.,"['cobS', 'b1992', 'JW1970']",3
P66899,166,"['Diaminopropionate ammonia-lyase', 'DAPAL', '2,3-diaminopropionate ammonia-lyase', 'Alpha,beta-diaminopropionate ammonia-lyase', 'Diaminopropionatase']",Homodimer.,"['ygeX', 'b2871', 'JW2839']",2
P0A7F3,167,['Aspartate carbamoyltransferase regulatory chain'],"Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).","['pyrI', 'b4244', 'JW4203']",12
P06609,168,['Vitamin B12 import system permease protein BtuC'],"The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF).","['btuC', 'b1711', 'JW1701']",1
P00561,169,['Bifunctional aspartokinase/homoserine dehydrogenase 1'],Homotetramer.,"['thrA', 'thrA1', 'thrA2', 'b0002', 'JW0001']",4
P06611,170,['Vitamin B12 import ATP-binding protein BtuD'],"The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF).","['btuD', 'b1709', 'JW1699']",1
P00562,171,['Bifunctional aspartokinase/homoserine dehydrogenase 2'],Homotetramer.,"['metL', 'metM', 'b3940', 'JW3911']",4
P00861,172,['Diaminopimelate decarboxylase'],Homotetramer.,"['lysA', 'b2838', 'JW2806']",4
P0A6K1,173,"['Diaminopimelate epimerase', 'DAP epimerase']",Homodimer.,"['dapF', 'b3809', 'JW5592']",2
P37028,174,['Vitamin B12-binding protein'],"The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF).","['btuF', 'yadT', 'b0158', 'JW0154']",1
P0ABV2,175,['Biopolymer transport protein ExbD'],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,"['exbD', 'b3005', 'JW2973']",1
P0ABG1,176,"['Phosphatidate cytidylyltransferase', 'CDP-DAG synthase', 'CDP-DG synthase', 'CDP-diacylglycerol synthase', 'CDS', 'CDP-diglyceride pyrophosphorylase', 'CDP-diglyceride synthase', 'CTP:phosphatidate cytidylyltransferase']",The accessory proteins ExbB and ExbD seem to form a complex with TonB.,"['cdsA', 'cds', 'b0175', 'JW5810']",1
P08660,177,"['Lysine-sensitive aspartokinase 3', 'Aspartate kinase III', 'AKIII', 'Lysine-sensitive aspartokinase III']",Homodimer. In the inactive form a homotetramer is formed.,"['lysC', 'apk', 'b4024', 'JW3984']",2
P0ABU7,178,['Biopolymer transport protein ExbB'],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,"['exbB', 'b3006', 'JW2974']",1
P06129,179,"['Vitamin B12 transporter BtuB', 'Cobalamin receptor', 'Outer membrane cobalamin translocator']","(Microbial infection) The hairpin motif of the receptor-binding domain of colicin E3 (ColE3) interacts with BtuB without displacing BtuB's central plug (PubMed:14528295). An N-terminal fragment of E3 binds OmpF; trimeric complexes with ColE3, BtuB and OmpF can be cross-linked and immunoprecipitated (PubMed:18636093).","['btuB', 'bfe', 'cer', 'dcrC', 'b3966', 'JW3938']",1
P10902,180,"['L-aspartate oxidase', 'LASPO', 'L-aspartate:fumarate oxidoreductase', 'Quinolinate synthetase B']","Monomer (PubMed:2187483, PubMed:8706749). Homodimer (PubMed:10425677). Both the monomeric and dimeric forms of the enzyme are catalytically active (PubMed:10425677).","['nadB', 'nicB', 'b2574', 'JW2558']",1
P0A7J0,181,"['3,4-dihydroxy-2-butanone 4-phosphate synthase']",Homodimer.,"['ribB', 'htrP', 'b3041', 'JW3009']",2
P02929,182,['Protein TonB'],Homodimer. Forms a complex with the accessory proteins ExbB and ExbD.,"['tonB', 'exbA', 'b1252', 'JW5195']",2
P45799,183,['ADP compounds hydrolase NudE'],Homodimer.,"['nudE', 'yrfE', 'b3397', 'JW3360']",2
C3T9D2,184,"['ATP-dependent dethiobiotin synthetase BioD', 'DTB synthetase', 'DTBS', 'Dethiobiotin synthase']",Homodimer.,"['bioD', 'ECs2299']",2
P0AC38,185,"['Aspartate ammonia-lyase', 'Aspartase']","Homotetramer (PubMed:4584395, PubMed:7028124, PubMed:8119980, PubMed:8282732, PubMed:9230045). Dimer of dimers (PubMed:7028124, PubMed:8282732). Isolated dimers can have enzymatic activity (PubMed:8282732). The dissociation process from tetramer to dimer is reversible but the dissociation process from dimer to monomer is not reversible (PubMed:8282732). Interacts with the T-loop domain of the nitrogen regulatory protein GlnB (in the presence of the GlnB effectors ATP and 2-oxoglutarate) or with uridylylated GlnB (with or without effectors) (PubMed:33012071).","['aspA', 'b4139', 'JW4099']",4
Q93K97,186,"['ADP-ribose pyrophosphatase', 'ADP-ribose diphosphatase', 'ADP-ribose phosphohydrolase', 'ASPPase', 'Adenosine diphosphoribose pyrophosphatase', 'ADPR-PPase']",Homodimer.,"['nudF', 'aspP', 'yqiE', 'yzzG', 'b3034', 'JW3002']",2
P00509,187,"['Aspartate aminotransferase', 'AspAT']",Homodimer.,"['aspC', 'b0928', 'JW0911']",2
P69503,188,"['Adenine phosphoribosyltransferase', 'APRT']",Homodimer.,"['apt', 'b0469', 'JW0458']",2
P0A6J1,189,"['Adenylyl-sulfate kinase', 'APS kinase', ""ATP adenosine-5'-phosphosulfate 3'-phosphotransferase"", ""Adenosine-5'-phosphosulfate kinase""]",Homodimer.,"['cysC', 'b2750', 'JW2720']",2
P21889,190,['Aspartate--tRNA ligase'],Homodimer.,"['aspS', 'tls', 'b1866', 'JW1855']",2
P17411,191,"['6-phospho-beta-glucosidase', 'Cellobiose-6-phosphate hydrolase', 'Phospho-chitobiase']",Homotetramer.,"['chbF', 'celF', 'ydjD', 'b1734', 'JW1723']",4
P0AB89,192,"['Adenylosuccinate lyase', 'ASL']",Homotetramer. Residues from neighboring subunits contribute catalytic and substrate-binding residues to each active site.,"['purB', 'b1131', 'JW1117']",4
P0AER3,193,['Glutamate/aspartate import permease protein GltJ'],"The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI).","['gltJ', 'b0654', 'JW0649']",1
P0A7D4,194,['Adenylosuccinate synthetase'],Homodimer.,"['purA', 'adeK', 'b4177', 'JW4135']",2
P0AAG3,195,['Glutamate/aspartate import ATP-binding protein GltL'],"The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI).","['gltL', 'b0652', 'JW0647']",1
P0AER5,196,['Glutamate/aspartate import permease protein GltK'],"The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI).","['gltK', 'b0653', 'JW0648']",1
P28248,197,['dCTP deaminase'],Homotrimer.,"['dcd', 'dus', 'paxA', 'b2065', 'JW2050']",3
P0AF18,198,"['N-acetylglucosamine-6-phosphate deacetylase', 'GlcNAc 6-P deacetylase']",Homotetramer.,"['nagA', 'b0677', 'JW0663']",4
P10384,199,"['Long-chain fatty acid transport protein', 'Outer membrane FadL protein', 'Outer membrane flp protein']",Has been isolated from outer membrane preparation as a homodimer.,"['fadL', 'ttr', 'b2344', 'JW2341']",1
P37902,200,['Glutamate/aspartate import solute-binding protein'],"The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI).","['gltI', 'ybeJ', 'yzzK', 'b0655', 'JW5092']",1
P13016,201,"['1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD']","The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI).","['ampD', 'b0110', 'JW0106']",1
P36548,202,['N-acetylmuramoyl-L-alanine amidase AmiA'],"The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI).","['amiA', 'yfeE', 'b2435', 'JW2428']",1
P0A830,203,['Aerobic C4-dicarboxylate transport protein'],"The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI).","['dctA', 'b3528', 'JW3496']",1
P31459,204,"['2-dehydro-3-deoxygalactonokinase', '2-keto-3-deoxy-galactonokinase', '2-oxo-3-deoxygalactonate kinase']","The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI).","['dgoK', 'yidV', 'b3693', 'JW3670']",1
P26365,205,['N-acetylmuramoyl-L-alanine amidase AmiB'],"The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI).","['amiB', 'yjeD', 'b4169', 'JW4127']",1
P0A712,206,"['2-keto-3-deoxygluconate permease', 'KDG permease']","The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI).","['kdgT', 'b3909', 'JW5560']",1
P0ABN9,207,['Anaerobic C4-dicarboxylate transporter DcuB'],Interacts with DcuS (PubMed:27318186). DcuB/DcuS complexes are present both in the absence or presence of fumarate (PubMed:27318186).,"['dcuB', 'genF', 'b4123', 'JW4084']",1
P63883,208,['N-acetylmuramoyl-L-alanine amidase AmiC'],Interacts with DcuS (PubMed:27318186). DcuB/DcuS complexes are present both in the absence or presence of fumarate (PubMed:27318186).,"['amiC', 'ygdN', 'b2817', 'JW5449']",1
P0ABN5,209,['C4-dicarboxylate transporter DcuA'],Interacts with DcuS (PubMed:27318186). DcuB/DcuS complexes are present both in the absence or presence of fumarate (PubMed:27318186).,"['dcuA', 'genA', 'b4138', 'JW5735']",1
P75949,210,"['Beta-hexosaminidase', 'Beta-N-acetylhexosaminidase', 'N-acetyl-beta-glucosaminidase']",Monomer.,"['nagZ', 'ycfO', 'b1107', 'JW1093']",1
P21345,211,"['Proton/glutamate-aspartate symporter', 'Glutamate-aspartate carrier protein', 'Proton-glutamate-aspartate transport protein']",Monomer.,"['gltP', 'b4077', 'JW4038']",1
P37647,212,"['2-dehydro-3-deoxygluconokinase', '2-keto-3-deoxygluconokinase', '3-deoxy-2-oxo-D-gluconate kinase', 'KDG kinase']",Monomer.,"['kdgK', 'yhjI', 'b3526', 'JW5668']",1
P0AE16,213,"['Anhydromuropeptide permease', 'AmpG permease', 'Muropeptide:H(+) symporter']",Monomer.,"['ampG', 'b0433', 'JW0423']",1
P00887,214,"['Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive', '3-deoxy-D-arabino-heptulosonate 7-phosphate synthase', 'DAHP synthase', 'Phospho-2-keto-3-deoxyheptonate aldolase']",Monomer.,"['aroH', 'b1704', 'JW1694']",1
P67910,215,['ADP-L-glycero-D-manno-heptose-6-epimerase'],Homopentamer.,"['hldD', 'htrM', 'rfaD', 'waaD', 'b3619', 'JW3594']",5
P00888,216,"['Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive', '3-deoxy-D-arabino-heptulosonate 7-phosphate synthase', 'DAHP synthase', 'Phospho-2-keto-3-deoxyheptonate aldolase']",Homopentamer.,"['aroF', 'b2601', 'JW2582']",5
P08692,217,['Arsenate reductase'],Monomer in solution.,[],1
P60651,218,['Agmatinase'],Monomer in solution.,"['speB', 'b2937', 'JW2904']",1
