reaction_id,scaling_factor
MANtex_num1,3.4813996138756176
GLCRtex_reverse_num3,2.9535776904721844
GLCRtex_num3,0.25989730622955703
GALCTNLtex_num1,2.284276859676591
GALCTNLtex_reverse_num1,2.150487529651591
SBTtex_reverse_num3,2.6000956997543376
SBTtex_num3,4.940392067709052
GAMAN6Ptex_num4,4.290415367966864
GAMAN6Ptex_reverse_num4,3.874289531119989
LDH_D_reverse_num2,0.3552243805561157
GLCURtex_num2,0.01
GLCURtex_reverse_num2,0.21771769026090818
CYANtex_num1,0.1623574259509455
CYANtex_reverse_num1,2.6873819960776113
PGL,5.373709778374751
GLYC3Ptex_num2,1.0967839528687935
GLYC3Ptex_reverse_num2,5.446261216301492
DHAtex_num2,0.7781069602227616
DHAtex_reverse_num2,3.8889639844816353
ACACtex_reverse_num1,2.028352606221631
ACACtex_num1,2.7156952195258492
HACD1_num1,1.0053124119911252
PYRtex_num2,2.6640185217805166
PYRtex_reverse_num2,1.025787898059412
MANtex_num3,2.9390110306728805
MANtex_reverse_num3,0.01
ECOAH2_num1,1.0834207496740802
XANtex_reverse_num1,1.9961946469320349
XANtex_num1,3.5598412943906643
F6Ptex_reverse_num2,2.393026788295141
F6Ptex_num2,2.455575790529732
HACD1_reverse_num1,3.9121017434831393
ACACT5r_reverse_num2,3.2046977332350424
CYANtex_num3,0.8856501740015688
CYANtex_reverse_num3,7.394055986298478
PPTtex_reverse_num1,0.011043642171613875
PPTtex_num1,3.8873312165714395
GALURtex_num1,1.076795253713971
GALURtex_reverse_num1,1.6703603929161701
HACD5_num1,5.966187731934889
ALLtex_num1,3.4872754271065727
ALLtex_reverse_num1,6.357504745981446
HACD2_reverse_num1,3.2294416701137205
XYLI2,4.15964654379
ACACtex_reverse_num3,2.8443461905809277
ACACtex_num3,7.081292792266872
CSND,1.4231071717302406
ACACT3r_reverse_num2,6.9281626344721925
HACD6_reverse_num1,2.3181435834901465
XYLtex_num1,3.1657616733309197
XYLtex_reverse_num1,1.2848734310234418
G6Ptex_reverse_num2,0.01
G6Ptex_num2,1.482683985660152
XANtex_reverse_num3,0.7304596400925815
XANtex_num3,1.6685369586640735
GLYC2Ptex_num2,2.577074326378683
GLYC2Ptex_reverse_num2,3.9153571102015072
UREAtpp,3.7714515692533617
UREAtpp_reverse,1.6998905794360364
THMtex_num1,3.6006777689455545
THMtex_reverse_num1,0.7355466440947788
L_LACtex_num4,2.6313336504044584
L_LACtex_reverse_num4,3.80180015549995
GALtex_reverse_num2,0.4054369483602227
GALtex_num2,6.635604153767576
PPTtex_reverse_num3,0.01
PPTtex_num3,0.2721368000587502
LCTStex_reverse_num1,0.23056526544379005
LCTStex_num1,0.3026898814567932
SUCRtex_reverse_num4,8.743352795698728
SUCRtex_num4,1.1983208535038643
GALURtex_num3,0.01
GALURtex_reverse_num3,4.633213616662871
MELIBtex_reverse_num4,3.094713282121903
ECOAH3_num1,3.110415786898701
ALLtex_reverse_num3,9.071639252805284
ALLtex_num3,2.4631533234377825
ASCBtex_num4,1.6659726572062457
ASCBtex_reverse_num4,0.3336961941313669
XYLtex_reverse_num3,0.06305247533076828
XYLtex_num3,1.0697005969164612
GLYC2Ptex_reverse_num4,0.7017163523025644
GLYC2Ptex_num4,2.048251744116284
GLCRtex_num4,1.1271446456271417
GLCRtex_reverse_num4,4.086417586441483
