reactions,metabolites,metabolitestotal,gpr,genes
G3PItex_num1,g3pi_e,g3pi,ECDH1ME8569_0229,ECDH1ME8569_0229
GAMptspp,gam_p,gam,ECDH1ME8569_1762 and ECDH1ME8569_1763 and ECDH1ME8569_1764 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_1764
GAMptspp,gam_p,gam,ECDH1ME8569_1762 and ECDH1ME8569_1763 and ECDH1ME8569_1764 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_1763
GAMptspp,gam_p,gam,ECDH1ME8569_1762 and ECDH1ME8569_1763 and ECDH1ME8569_1764 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2350
GAMptspp,gam_p,gam,ECDH1ME8569_1762 and ECDH1ME8569_1763 and ECDH1ME8569_1764 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2349
GAMptspp,gam_p,gam,ECDH1ME8569_1762 and ECDH1ME8569_1763 and ECDH1ME8569_1764 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_1762
GAMptspp,pep_c,pep,ECDH1ME8569_1762 and ECDH1ME8569_1763 and ECDH1ME8569_1764 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_1764
GAMptspp,pep_c,pep,ECDH1ME8569_1762 and ECDH1ME8569_1763 and ECDH1ME8569_1764 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_1763
GAMptspp,pep_c,pep,ECDH1ME8569_1762 and ECDH1ME8569_1763 and ECDH1ME8569_1764 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2350
GAMptspp,pep_c,pep,ECDH1ME8569_1762 and ECDH1ME8569_1763 and ECDH1ME8569_1764 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2349
GAMptspp,pep_c,pep,ECDH1ME8569_1762 and ECDH1ME8569_1763 and ECDH1ME8569_1764 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_1762
GAMtex_num1,gam_e,gam,ECDH1ME8569_0229,ECDH1ME8569_0229
G3PSabcpp,g3ps_p,g3ps,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3329
G3PSabcpp,g3ps_p,g3ps,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3327
G3PSabcpp,g3ps_p,g3ps,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3330
G3PSabcpp,g3ps_p,g3ps,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3328
G3PStex_num1,g3ps_e,g3ps,ECDH1ME8569_0229,ECDH1ME8569_0229
G3PT,glyc3p_c,glyc3p,ECDH1ME8569_0775,ECDH1ME8569_0775
G5SADs,glu5sa_c,glu5sa,s0001,s0001
G5SD,glu5p_c,glu5p,ECDH1ME8569_0231,ECDH1ME8569_0231
GAPD,g3p_c,g3p,ECDH1ME8569_1723,ECDH1ME8569_1723
GARFT,10fthf_c,10fthf,ECDH1ME8569_2426,ECDH1ME8569_2426
GARFT,gar_c,gar,ECDH1ME8569_2426,ECDH1ME8569_2426
GART,for_c,for,ECDH1ME8569_1795,ECDH1ME8569_1795
GART,gar_c,gar,ECDH1ME8569_1795,ECDH1ME8569_1795
GBBTNtex_num1,gbbtn_e,gbbtn,ECDH1ME8569_0229,ECDH1ME8569_0229
GCALDD,gcald_c,gcald,ECDH1ME8569_1358,ECDH1ME8569_1358
G6PDA,gam6p_c,gam6p,ECDH1ME8569_0636,ECDH1ME8569_0636
G6PDH2r,g6p_c,g6p,ECDH1ME8569_1798,ECDH1ME8569_1798
GDMANE,gdpddman_c,gdpddman,ECDH1ME8569_1989,ECDH1ME8569_1989
GDPMNH,gdpmann_c,gdpmann,ECDH1ME8569_1988,ECDH1ME8569_1988
GDPMNP,gdpmann_c,gdpmann,ECDH1ME8569_2392,ECDH1ME8569_2392
GDPTPDP,gdptp_c,gdptp,ECDH1ME8569_3535,ECDH1ME8569_3535
GGGABAH,gg4abut_c,gg4abut,ECDH1ME8569_1240,ECDH1ME8569_1240
GGPTRCO,ggptrc_c,ggptrc,ECDH1ME8569_1243,ECDH1ME8569_1243
GGPTRCS,glu__L_c,glu__L,ECDH1ME8569_1239,ECDH1ME8569_1239
GGPTRCS,ptrc_c,ptrc,ECDH1ME8569_1239,ECDH1ME8569_1239
GHBDHx,sucsal_c,sucsal,ECDH1ME8569_3753,ECDH1ME8569_3753
GF6PTA,f6p_c,f6p,ECDH1ME8569_3617,ECDH1ME8569_3617
GF6PTA,gln__L_c,gln__L,ECDH1ME8569_3617,ECDH1ME8569_3617
GGGABADr,ggbutal_c,ggbutal,ECDH1ME8569_1242,ECDH1ME8569_1242
GHMT2r,ser__L_c,ser__L,ECDH1ME8569_2478,ECDH1ME8569_2478
GHMT2r,thf_c,thf,ECDH1ME8569_2478,ECDH1ME8569_2478
GLBRAN2,glycogen_c,glycogen,ECDH1ME8569_3310,ECDH1ME8569_3310
GLCATr,accoa_c,accoa,ECDH1ME8569_0443,ECDH1ME8569_0443
GLCATr,glc__D_c,glc__D,ECDH1ME8569_0443,ECDH1ME8569_0443
GLUTRS,glu__L_c,glu__L,ECDH1ME8569_2336,ECDH1ME8569_2336
GLUTRS,trnaglu_c,trnaglu,ECDH1ME8569_2336,ECDH1ME8569_2336
GLUabcpp,glu__L_p,glu__L,ECDH1ME8569_0624 and ECDH1ME8569_0623 and ECDH1ME8569_0622 and ECDH1ME8569_0621,ECDH1ME8569_0621
GLUabcpp,glu__L_p,glu__L,ECDH1ME8569_0624 and ECDH1ME8569_0623 and ECDH1ME8569_0622 and ECDH1ME8569_0621,ECDH1ME8569_0623
GLUabcpp,glu__L_p,glu__L,ECDH1ME8569_0624 and ECDH1ME8569_0623 and ECDH1ME8569_0622 and ECDH1ME8569_0621,ECDH1ME8569_0624
GLUabcpp,glu__L_p,glu__L,ECDH1ME8569_0624 and ECDH1ME8569_0623 and ECDH1ME8569_0622 and ECDH1ME8569_0621,ECDH1ME8569_0622
GLUt2rpp,glu__L_p,glu__L,ECDH1ME8569_3935,ECDH1ME8569_3935
GLCDpp_num1,glc__D_p,glc__D,ECDH1ME8569_0118,ECDH1ME8569_0118
GLCNt2rpp_num1,glcn_p,glcn,ECDH1ME8569_4179,ECDH1ME8569_4179
GLCNtex_num1,glcn_e,glcn,ECDH1ME8569_0229,ECDH1ME8569_0229
GLUt4pp,glu__L_p,glu__L,ECDH1ME8569_3538,ECDH1ME8569_3538
GLUtex_num1,glu__L_e,glu__L,ECDH1ME8569_0229,ECDH1ME8569_0229
GLXCL,glx_c,glx,ECDH1ME8569_0491,ECDH1ME8569_0491
GLCP_num1,glycogen_c,glycogen,ECDH1ME8569_3306,ECDH1ME8569_3306
GLYALDtex_num1,glyald_e,glyald,ECDH1ME8569_0229,ECDH1ME8569_0229
GLYALDtpp,glyald_p,glyald,ECDH1ME8569_3796,ECDH1ME8569_3796
GLYAT,accoa_c,accoa,ECDH1ME8569_3502,ECDH1ME8569_3502
GLYAT,gly_c,gly,ECDH1ME8569_3502,ECDH1ME8569_3502
GLYBabcpp,glyb_p,glyb,ECDH1ME8569_2064 and ECDH1ME8569_2065 and ECDH1ME8569_2066 and ECDH1ME8569_2067,ECDH1ME8569_2065
GLYBabcpp,glyb_p,glyb,ECDH1ME8569_2064 and ECDH1ME8569_2065 and ECDH1ME8569_2066 and ECDH1ME8569_2067,ECDH1ME8569_2067
GLYBabcpp,glyb_p,glyb,ECDH1ME8569_2064 and ECDH1ME8569_2065 and ECDH1ME8569_2066 and ECDH1ME8569_2067,ECDH1ME8569_2066
GLYBabcpp,glyb_p,glyb,ECDH1ME8569_2064 and ECDH1ME8569_2065 and ECDH1ME8569_2066 and ECDH1ME8569_2067,ECDH1ME8569_2064
GLYBt2pp_copy1_num1,glyb_p,glyb,ECDH1ME8569_1745,ECDH1ME8569_1745
GLCP2_num1,bglycogen_c,bglycogen,ECDH1ME8569_3296,ECDH1ME8569_3296
GLCRAL,5dh4dglc_c,5dh4dglc,ECDH1ME8569_3017,ECDH1ME8569_3017
GLCRD_num1,glcr_c,glcr,ECDH1ME8569_2698,ECDH1ME8569_2698
GLCRt2rpp_num1,glcr_p,glcr,ECDH1ME8569_3018,ECDH1ME8569_3018
GLCRtex_num1,glcr_e,glcr,ECDH1ME8569_0229,ECDH1ME8569_0229
GLCS1,adpglc_c,adpglc,ECDH1ME8569_3307,ECDH1ME8569_3307
GLYBtex_num1,glyb_e,glyb,ECDH1ME8569_0229,ECDH1ME8569_0229
GLYC2Pabcpp,glyc2p_p,glyc2p,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3329
GLYC2Pabcpp,glyc2p_p,glyc2p,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3327
GLYC2Pabcpp,glyc2p_p,glyc2p,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3330
GLYC2Pabcpp,glyc2p_p,glyc2p,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3328
GLCTR1,icolipa_c,icolipa,ECDH1ME8569_3516,ECDH1ME8569_3516
GLCTR1,udpg_c,udpg,ECDH1ME8569_3516,ECDH1ME8569_3516
FE3DCITabcpp,fe3dcit_p,fe3dcit,ECDH1ME8569_4145 and ECDH1ME8569_4144 and ECDH1ME8569_4143 and ECDH1ME8569_4142,ECDH1ME8569_4145
FE3DCITabcpp,fe3dcit_p,fe3dcit,ECDH1ME8569_4145 and ECDH1ME8569_4144 and ECDH1ME8569_4143 and ECDH1ME8569_4142,ECDH1ME8569_4142
FE3DCITabcpp,fe3dcit_p,fe3dcit,ECDH1ME8569_4145 and ECDH1ME8569_4144 and ECDH1ME8569_4143 and ECDH1ME8569_4142,ECDH1ME8569_4144
FE3DCITabcpp,fe3dcit_p,fe3dcit,ECDH1ME8569_4145 and ECDH1ME8569_4144 and ECDH1ME8569_4143 and ECDH1ME8569_4142,ECDH1ME8569_4143
GLCTR2,gagicolipa_c,gagicolipa,ECDH1ME8569_3512,ECDH1ME8569_3512
GLCTR2,udpg_c,udpg,ECDH1ME8569_3512,ECDH1ME8569_3512
GLCTR3,ggagicolipa_c,ggagicolipa,ECDH1ME8569_3511,ECDH1ME8569_3511
GLCTR3,udpg_c,udpg,ECDH1ME8569_3511,ECDH1ME8569_3511
GLCUR1Ptex_num1,glcur1p_e,glcur1p,ECDH1ME8569_0229,ECDH1ME8569_0229
GLCURt2rpp_num1,glcur_p,glcur,ECDH1ME8569_3779,ECDH1ME8569_3779
GLYC2Ptex_num1,glyc2p_e,glyc2p,ECDH1ME8569_2151,ECDH1ME8569_2151
GLYC3Pabcpp,glyc3p_p,glyc3p,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3329
GLYC3Pabcpp,glyc3p_p,glyc3p,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3327
GLYC3Pabcpp,glyc3p_p,glyc3p,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3330
GLYC3Pabcpp,glyc3p_p,glyc3p,ECDH1ME8569_3329 and ECDH1ME8569_3330 and ECDH1ME8569_3327 and ECDH1ME8569_3328,ECDH1ME8569_3328
GLYC3Pt6pp,glyc3p_p,glyc3p,ECDH1ME8569_2175,ECDH1ME8569_2175
GLYC3Ptex_num1,glyc3p_e,glyc3p,ECDH1ME8569_0229,ECDH1ME8569_0229
GLYCAt2rpp_num1,glyc__R_p,glyc__R,ECDH1ME8569_2699,ECDH1ME8569_2699
GLCURtex_num1,glcur_e,glcur,ECDH1ME8569_0229,ECDH1ME8569_0229
GLCabcpp,glc__D_p,glc__D,ECDH1ME8569_2085 and ECDH1ME8569_2086 and ECDH1ME8569_2084,ECDH1ME8569_2084
GLCabcpp,glc__D_p,glc__D,ECDH1ME8569_2085 and ECDH1ME8569_2086 and ECDH1ME8569_2084,ECDH1ME8569_2086
GLCabcpp,glc__D_p,glc__D,ECDH1ME8569_2085 and ECDH1ME8569_2086 and ECDH1ME8569_2084,ECDH1ME8569_2085
GLCptspp_num1,glc__D_p,glc__D,ECDH1ME8569_2351 and ECDH1ME8569_1564 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2351
GLCptspp_num1,glc__D_p,glc__D,ECDH1ME8569_2351 and ECDH1ME8569_1564 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2350
GLCptspp_num1,glc__D_p,glc__D,ECDH1ME8569_2351 and ECDH1ME8569_1564 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_1564
GLCptspp_num1,glc__D_p,glc__D,ECDH1ME8569_2351 and ECDH1ME8569_1564 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2349
GLCptspp_num1,pep_c,pep,ECDH1ME8569_2351 and ECDH1ME8569_1564 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2351
GLCptspp_num1,pep_c,pep,ECDH1ME8569_2351 and ECDH1ME8569_1564 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2350
GLCptspp_num1,pep_c,pep,ECDH1ME8569_2351 and ECDH1ME8569_1564 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_1564
GLCptspp_num1,pep_c,pep,ECDH1ME8569_2351 and ECDH1ME8569_1564 and ECDH1ME8569_2349 and ECDH1ME8569_2350,ECDH1ME8569_2349
GLCt2pp,glc__D_p,glc__D,ECDH1ME8569_2843,ECDH1ME8569_2843
GLCtex_copy1_num1,glc__D_e,glc__D,ECDH1ME8569_0229,ECDH1ME8569_0229
GLYCAtex_num1,glyc__R_e,glyc__R,ECDH1ME8569_0229,ECDH1ME8569_0229
GLYCDx,glyc_c,glyc,ECDH1ME8569_3814,ECDH1ME8569_3814
GLYCK,glyc__R_c,glyc__R,ECDH1ME8569_0498,ECDH1ME8569_0498
GLYCK2,glyc__R_c,glyc__R,ECDH1ME8569_3015,ECDH1ME8569_3015
GLYCL,gly_c,gly,ECDH1ME8569_2806 and ECDH1ME8569_2805 and ECDH1ME8569_2807 and ECDH1ME8569_0110,ECDH1ME8569_2807
GLYCL,gly_c,gly,ECDH1ME8569_2806 and ECDH1ME8569_2805 and ECDH1ME8569_2807 and ECDH1ME8569_0110,ECDH1ME8569_2806
GLYCL,gly_c,gly,ECDH1ME8569_2806 and ECDH1ME8569_2805 and ECDH1ME8569_2807 and ECDH1ME8569_0110,ECDH1ME8569_0110
GLYCL,gly_c,gly,ECDH1ME8569_2806 and ECDH1ME8569_2805 and ECDH1ME8569_2807 and ECDH1ME8569_0110,ECDH1ME8569_2805
GLYCL,thf_c,thf,ECDH1ME8569_2806 and ECDH1ME8569_2805 and ECDH1ME8569_2807 and ECDH1ME8569_0110,ECDH1ME8569_2807
GLYCL,thf_c,thf,ECDH1ME8569_2806 and ECDH1ME8569_2805 and ECDH1ME8569_2807 and ECDH1ME8569_0110,ECDH1ME8569_2806
GLYCL,thf_c,thf,ECDH1ME8569_2806 and ECDH1ME8569_2805 and ECDH1ME8569_2807 and ECDH1ME8569_0110,ECDH1ME8569_0110
GLYCL,thf_c,thf,ECDH1ME8569_2806 and ECDH1ME8569_2805 and ECDH1ME8569_2807 and ECDH1ME8569_0110,ECDH1ME8569_2805
GLCtex_copy2,glc__D_e,glc__D,ECDH1ME8569_3892,ECDH1ME8569_3892
GLDBRAN2,bglycogen_c,bglycogen,ECDH1ME8569_3309,ECDH1ME8569_3309
GLGC,g1p_c,g1p,ECDH1ME8569_3308,ECDH1ME8569_3308
FE3DCITtonex,fe3dcit_e,fe3dcit,ECDH1ME8569_4146 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_1192
FE3DCITtonex,fe3dcit_e,fe3dcit,ECDH1ME8569_4146 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_2904
FE3DCITtonex,fe3dcit_e,fe3dcit,ECDH1ME8569_4146 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_2905
FE3DCITtonex,fe3dcit_e,fe3dcit,ECDH1ME8569_4146 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_4146
GLNS_num1,glu__L_c,glu__L,ECDH1ME8569_3741,ECDH1ME8569_3741
GLNTRS,gln__L_c,gln__L,ECDH1ME8569_0638,ECDH1ME8569_0638
GLNTRS,trnagln_c,trnagln,ECDH1ME8569_0638,ECDH1ME8569_0638
GLNabcpp,gln__L_p,gln__L,ECDH1ME8569_0764 and ECDH1ME8569_0763 and ECDH1ME8569_0762,ECDH1ME8569_0763
GLNabcpp,gln__L_p,gln__L,ECDH1ME8569_0764 and ECDH1ME8569_0763 and ECDH1ME8569_0762,ECDH1ME8569_0762
GLNabcpp,gln__L_p,gln__L,ECDH1ME8569_0764 and ECDH1ME8569_0763 and ECDH1ME8569_0762,ECDH1ME8569_0764
GLYCLTDx_num1,glx_c,glx,ECDH1ME8569_3432,ECDH1ME8569_3432
GLYCLTDy_num1,glx_c,glx,ghrA,ghrA
GLYCLTt2rpp_num1,glyclt_p,glyclt,ECDH1ME8569_3488,ECDH1ME8569_3488
GLYCLTt4pp,glyclt_p,glyclt,ECDH1ME8569_3925,ECDH1ME8569_3925
GLYCLTtex_num1,glyclt_e,glyclt,ECDH1ME8569_0229,ECDH1ME8569_0229
GLNtex_num1,gln__L_e,gln__L,ECDH1ME8569_0229,ECDH1ME8569_0229
GLTPD,galt1p_c,galt1p,ECDH1ME8569_2025,ECDH1ME8569_2025
GLYCTO2,glyclt_c,glyclt,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2877
GLYCTO2,glyclt_c,glyclt,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2878
GLYCTO2,glyclt_c,glyclt,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2879
GLU5K,glu__L_c,glu__L,ECDH1ME8569_0230,ECDH1ME8569_0230
GLYCTO3,glyclt_c,glyclt,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2877
GLYCTO3,glyclt_c,glyclt,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2878
GLYCTO3,glyclt_c,glyclt,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2879
GLYCTO3,mqn8_c,mqn8,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2877
GLYCTO3,mqn8_c,mqn8,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2878
GLYCTO3,mqn8_c,mqn8,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2879
GLYCTO4,2dmmq8_c,2dmmq8,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2877
GLYCTO4,2dmmq8_c,2dmmq8,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2878
GLYCTO4,2dmmq8_c,2dmmq8,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2879
GLYCTO4,glyclt_c,glyclt,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2877
GLYCTO4,glyclt_c,glyclt,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2878
GLYCTO4,glyclt_c,glyclt,ECDH1ME8569_2879 and ECDH1ME8569_2877 and ECDH1ME8569_2878,ECDH1ME8569_2879
GLYCtex_num1,glyc_e,glyc,ECDH1ME8569_0229,ECDH1ME8569_0229
GLYCtpp_num1,glyc_c,glyc,ECDH1ME8569_3796,ECDH1ME8569_3796
GLYK,glyc_c,glyc,ECDH1ME8569_3795,ECDH1ME8569_3795
GLYOX,lgt__S_c,lgt__S,ECDH1ME8569_0200,ECDH1ME8569_0200
GLUABUTt7pp,4abut_c,4abut,ECDH1ME8569_1435,ECDH1ME8569_1435
GLUABUTt7pp,glu__L_p,glu__L,ECDH1ME8569_1435,ECDH1ME8569_1435
GLUCYS,cys__L_c,cys__L,ECDH1ME8569_2603,ECDH1ME8569_2603
GLUCYS,glu__L_c,glu__L,ECDH1ME8569_2603,ECDH1ME8569_2603
GLUDC_num1,glu__L_c,glu__L,ECDH1ME8569_3396,ECDH1ME8569_3396
GLUDy,glu__L_c,glu__L,ECDH1ME8569_1705,ECDH1ME8569_1705
GLUN_num1,gln__L_c,gln__L,ECDH1ME8569_1757,ECDH1ME8569_1757
GLUNpp,gln__L_p,gln__L,ECDH1ME8569_2857,ECDH1ME8569_2857
GLUPRT,gln__L_c,gln__L,ECDH1ME8569_2250,ECDH1ME8569_2250
GLUPRT,prpp_c,prpp,ECDH1ME8569_2250,ECDH1ME8569_2250
GLUR,glu__D_c,glu__D,ECDH1ME8569_3835,ECDH1ME8569_3835
GLYTRS,gly_c,gly,ECDH1ME8569_3439 and ECDH1ME8569_3440,ECDH1ME8569_3439
GLYTRS,gly_c,gly,ECDH1ME8569_3439 and ECDH1ME8569_3440,ECDH1ME8569_3440
GLYTRS,trnagly_c,trnagly,ECDH1ME8569_3439 and ECDH1ME8569_3440,ECDH1ME8569_3439
GLYTRS,trnagly_c,trnagly,ECDH1ME8569_3439 and ECDH1ME8569_3440,ECDH1ME8569_3440
GLYt2pp_copy1_num1,gly_p,gly,ECDH1ME8569_4065,ECDH1ME8569_4065
GLUTRR,glutrna_c,glutrna,ECDH1ME8569_1149,ECDH1ME8569_1149
FE3DHBZSabcpp,fe3dhbzs_p,fe3dhbzs,ECDH1ME8569_0562 and ECDH1ME8569_0558 and ECDH1ME8569_0560 and ECDH1ME8569_0559,ECDH1ME8569_0559
FE3DHBZSabcpp,fe3dhbzs_p,fe3dhbzs,ECDH1ME8569_0562 and ECDH1ME8569_0558 and ECDH1ME8569_0560 and ECDH1ME8569_0559,ECDH1ME8569_0560
FE3DHBZSabcpp,fe3dhbzs_p,fe3dhbzs,ECDH1ME8569_0562 and ECDH1ME8569_0558 and ECDH1ME8569_0560 and ECDH1ME8569_0559,ECDH1ME8569_0558
FE3DHBZSabcpp,fe3dhbzs_p,fe3dhbzs,ECDH1ME8569_0562 and ECDH1ME8569_0558 and ECDH1ME8569_0560 and ECDH1ME8569_0559,ECDH1ME8569_0562
GMHEPPA,gmhep17bp_c,gmhep17bp,ECDH1ME8569_0194,ECDH1ME8569_0194
GLYt4pp,gly_p,gly,ECDH1ME8569_0007,ECDH1ME8569_0007
GLYtex_num1,gly_e,gly,ECDH1ME8569_0229,ECDH1ME8569_0229
GMAND,gdpmann_c,gdpmann,ECDH1ME8569_1990,ECDH1ME8569_1990
GMPS2,gln__L_c,gln__L,ECDH1ME8569_2434,ECDH1ME8569_2434
GMHEPAT,gmhep1p_c,gmhep1p,ECDH1ME8569_2949,ECDH1ME8569_2949
FE3DHBZStonex_num1,fe3dhbzs_e,fe3dhbzs,ECDH1ME8569_0758 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_1192
FE3DHBZStonex_num1,fe3dhbzs_e,fe3dhbzs,ECDH1ME8569_0758 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_2904
FE3DHBZStonex_num1,fe3dhbzs_e,fe3dhbzs,ECDH1ME8569_0758 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_2905
FE3DHBZStonex_num1,fe3dhbzs_e,fe3dhbzs,ECDH1ME8569_0758 and ECDH1ME8569_1192 and ECDH1ME8569_2904 and ECDH1ME8569_2905,ECDH1ME8569_0758
GMHEPK,gmhep7p_c,gmhep7p,ECDH1ME8569_2949,ECDH1ME8569_2949
GND,6pgc_c,6pgc,ECDH1ME8569_1965,ECDH1ME8569_1965
GNK_num1,glcn_c,glcn,ECDH1ME8569_4122,ECDH1ME8569_4122
GOFUCR,gdpofuc_c,gdpofuc,ECDH1ME8569_1989,ECDH1ME8569_1989
GP4GH,gp4g_c,gp4g,ECDH1ME8569_0048,ECDH1ME8569_0048
GPDDA1,g3pc_c,g3pc,ECDH1ME8569_3326,ECDH1ME8569_3326
GPDDA1pp,g3pc_p,g3pc,ECDH1ME8569_2174,ECDH1ME8569_2174
GPDDA2,g3pe_c,g3pe,ECDH1ME8569_3326,ECDH1ME8569_3326
GPDDA2pp,g3pe_p,g3pe,ECDH1ME8569_2174,ECDH1ME8569_2174
GPDDA3,g3ps_c,g3ps,ECDH1ME8569_3326,ECDH1ME8569_3326
HACD1_num1,aacoa_c,aacoa,ECDH1ME8569_3723,ECDH1ME8569_3723
GPDDA3pp,g3ps_p,g3ps,ECDH1ME8569_2174,ECDH1ME8569_2174
GPDDA4,g3pg_c,g3pg,ECDH1ME8569_3326,ECDH1ME8569_3326
GPDDA4pp,g3pg_p,g3pg,ECDH1ME8569_2174,ECDH1ME8569_2174
GPDDA5,g3pi_c,g3pi,ECDH1ME8569_3326,ECDH1ME8569_3326
GPDDA5pp,g3pi_p,g3pi,ECDH1ME8569_2174,ECDH1ME8569_2174
HACD2_num1,3ohcoa_c,3ohcoa,ECDH1ME8569_3723,ECDH1ME8569_3723
HACD3_num1,3oocoa_c,3oocoa,ECDH1ME8569_3723,ECDH1ME8569_3723
HACD4_num1,3odcoa_c,3odcoa,ECDH1ME8569_3723,ECDH1ME8569_3723
GRTT,grdp_c,grdp,ECDH1ME8569_0406,ECDH1ME8569_0406
GRTT,ipdp_c,ipdp,ECDH1ME8569_0406,ECDH1ME8569_0406
GRXR_num1,grxox_c,grxox,ECDH1ME8569_0999,ECDH1ME8569_0999
GRXR_num1,gthrd_c,gthrd,ECDH1ME8569_0999,ECDH1ME8569_0999
GSNK,gsn_c,gsn,ECDH1ME8569_0461,ECDH1ME8569_0461
GSNt2pp,gsn_p,gsn,ECDH1ME8569_2864,ECDH1ME8569_2864
GSNtex_num1,gsn_e,gsn,ECDH1ME8569_0229,ECDH1ME8569_0229
GSPMDA,gtspmd_c,gtspmd,ECDH1ME8569_2888,ECDH1ME8569_2888
GSPMDS,gthrd_c,gthrd,ECDH1ME8569_2888,ECDH1ME8569_2888
GSPMDS,spmd_c,spmd,ECDH1ME8569_2888,ECDH1ME8569_2888
GTHOXtex_num1,gthox_e,gthox,ECDH1ME8569_0229,ECDH1ME8569_0229
HACD5_num1,3oddcoa_c,3oddcoa,ECDH1ME8569_3723,ECDH1ME8569_3723
