reactions,metabolites,metabolitestotal,gpr,genes
ILETA_reverse,3mop_c,3mop,ECDH1ME8569_3651,ECDH1ME8569_3651
ILETA_reverse,glu__L_c,glu__L,ECDH1ME8569_3651,ECDH1ME8569_3651
L_LACt2rpp_reverse_num1,lac__L_c,lac__L,ECDH1ME8569_3488,ECDH1ME8569_3488
L_LACtex_reverse_num1,lac__L_p,lac__L,ECDH1ME8569_0880,ECDH1ME8569_0880
LALADGLUtex_reverse_num1,LalaDglu_p,LalaDglu,ECDH1ME8569_2151,ECDH1ME8569_2151
LALALGLUtex_reverse_num1,LalaLglu_p,LalaLglu,ECDH1ME8569_2151,ECDH1ME8569_2151
LCARS_reverse,12ppd__S_c,12ppd__S,ECDH1ME8569_2709,ECDH1ME8569_2709
LCTStex_reverse_num1,lcts_p,lcts,ECDH1ME8569_0229,ECDH1ME8569_0229
LCTStpp_reverse,lcts_c,lcts,ECDH1ME8569_0330,ECDH1ME8569_0330
LDH_D_reverse_num1,pyr_c,pyr,ECDH1ME8569_2069,ECDH1ME8569_2069
LEUt2rpp_reverse,leu__L_c,leu__L,ECDH1ME8569_0386,ECDH1ME8569_0386
LEUtex_reverse_num1,leu__L_p,leu__L,ECDH1ME8569_0229,ECDH1ME8569_0229
LIPOtex_reverse_num1,lipoate_p,lipoate,ECDH1ME8569_1321,ECDH1ME8569_1321
LSERDHr_reverse,2amsa_c,2amsa,ECDH1ME8569_1482,ECDH1ME8569_1482
MALDtex_reverse_num1,mal__D_p,mal__D,ECDH1ME8569_2151,ECDH1ME8569_2151
MALTATr_reverse,acmalt_c,acmalt,ECDH1ME8569_0443,ECDH1ME8569_0443
LYStex_reverse_num1,lys__L_p,lys__L,ECDH1ME8569_0229,ECDH1ME8569_0229
LYXtex_reverse_num1,lyx__L_p,lyx__L,ECDH1ME8569_0229,ECDH1ME8569_0229
M1PD_reverse,f6p_c,f6p,ECDH1ME8569_3484,ECDH1ME8569_3484
MALtex_reverse_num1,mal__L_p,mal__L,ECDH1ME8569_0229,ECDH1ME8569_0229
MAN6PI_reverse,f6p_c,f6p,ECDH1ME8569_1556,ECDH1ME8569_1556
MAN6Ptex_reverse_num1,man6p_p,man6p,ECDH1ME8569_0229,ECDH1ME8569_0229
MDH_reverse,oaa_c,oaa,ECDH1ME8569_3124,ECDH1ME8569_3124
MANAO_reverse,fruur_c,fruur,ECDH1ME8569_4181,ECDH1ME8569_4181
MANGLYCtex_reverse_num1,manglyc_p,manglyc,ECDH1ME8569_0229,ECDH1ME8569_0229
MANtex_reverse_num1,man_p,man,ECDH1ME8569_0229,ECDH1ME8569_0229
MCITL2_reverse,pyr_c,pyr,ECDH1ME8569_0319,ECDH1ME8569_0319
MCITL2_reverse,succ_c,succ,ECDH1ME8569_0319,ECDH1ME8569_0319
MCOATA_reverse,malACP_c,malACP,ECDH1ME8569_1029 and ECDH1ME8569_1027,ECDH1ME8569_1029
MCOATA_reverse,malACP_c,malACP,ECDH1ME8569_1029 and ECDH1ME8569_1027,ECDH1ME8569_1027
MELIBtex_reverse_num1,melib_p,melib,ECDH1ME8569_0229,ECDH1ME8569_0229
MEOHtex_reverse_num1,meoh_p,meoh,ECDH1ME8569_1321,ECDH1ME8569_1321
MEOHtrpp_reverse,meoh_c,meoh,s0001,s0001
METDtex_reverse_num1,met__D_p,met__D,ECDH1ME8569_0229,ECDH1ME8569_0229
METSOX1tex_reverse_num1,metsox_S__L_p,metsox_S__L,ECDH1ME8569_0229,ECDH1ME8569_0229
MSO3tex_reverse_num1,mso3_p,mso3,ECDH1ME8569_0229,ECDH1ME8569_0229
MTHFC_reverse,10fthf_c,10fthf,ECDH1ME8569_0514,ECDH1ME8569_0514
MTHFD_reverse,methf_c,methf,ECDH1ME8569_0514,ECDH1ME8569_0514
METSOX2tex_reverse_num1,metsox_R__L_p,metsox_R__L,ECDH1ME8569_0229,ECDH1ME8569_0229
METtex_reverse_num1,met__L_p,met__L,ECDH1ME8569_0229,ECDH1ME8569_0229
NACtex_reverse_num1,nac_p,nac,ECDH1ME8569_0229,ECDH1ME8569_0229
MICITDr_reverse,micit_c,micit,ECDH1ME8569_0112,ECDH1ME8569_0112
MINCYCtex_reverse_num1,mincyc_p,mincyc,ECDH1ME8569_1321,ECDH1ME8569_1321
NI2tex_reverse_num1,ni2_p,ni2,ECDH1ME8569_0229,ECDH1ME8569_0229
NMNtex_reverse_num1,nmn_p,nmn,ECDH1ME8569_0229,ECDH1ME8569_0229
NNATr_reverse,dnad_c,dnad,ECDH1ME8569_0608,ECDH1ME8569_0608
PGAMT_reverse,gam6p_c,gam6p,ECDH1ME8569_3065,ECDH1ME8569_3065
NOVBCNtex_reverse,novbcn_p,novbcn,s0001,s0001
MLTP1_reverse,g1p_c,g1p,ECDH1ME8569_3296,ECDH1ME8569_3296
MLTP1_reverse,maltttr_c,maltttr,ECDH1ME8569_3296,ECDH1ME8569_3296
MLTP2_reverse,g1p_c,g1p,ECDH1ME8569_3296,ECDH1ME8569_3296
MLTP2_reverse,maltpt_c,maltpt,ECDH1ME8569_3296,ECDH1ME8569_3296
OCBT_reverse_num1,citr__L_c,citr__L,ECDH1ME8569_4108,ECDH1ME8569_4108
OCTAtex_reverse_num1,octa_p,octa,ECDH1ME8569_0229,ECDH1ME8569_0229
MLTP3_reverse,g1p_c,g1p,ECDH1ME8569_3296,ECDH1ME8569_3296
MLTP3_reverse,malthx_c,malthx,ECDH1ME8569_3296,ECDH1ME8569_3296
OHPBAT_reverse,akg_c,akg,ECDH1ME8569_0858,ECDH1ME8569_0858
OHPBAT_reverse,phthr_c,phthr,ECDH1ME8569_0858,ECDH1ME8569_0858
ORNtex_reverse_num1,orn_p,orn,ECDH1ME8569_0229,ECDH1ME8569_0229
OROTtex_reverse_num1,orot_p,orot,ECDH1ME8569_2151,ECDH1ME8569_2151
ORPT_reverse,orot_c,orot,ECDH1ME8569_3527,ECDH1ME8569_3527
ORPT_reverse,prpp_c,prpp,ECDH1ME8569_3527,ECDH1ME8569_3527
MMETtex_reverse_num1,mmet_p,mmet,ECDH1ME8569_0229,ECDH1ME8569_0229
PACALDtex_reverse_num1,pacald_p,pacald,ECDH1ME8569_0229,ECDH1ME8569_0229
PGI_reverse,f6p_c,f6p,ECDH1ME8569_3881,ECDH1ME8569_3881
PGK_reverse,13dpg_c,13dpg,ECDH1ME8569_2827,ECDH1ME8569_2827
PGM_reverse_num1,3pg_c,3pg,ECDH1ME8569_3497,ECDH1ME8569_3497
PGMT_reverse_num1,g6p_c,g6p,ECDH1ME8569_2605,ECDH1ME8569_2605
PEAMNtex_reverse_num1,peamn_p,peamn,ECDH1ME8569_0229,ECDH1ME8569_0229
PERD_reverse,ohpb_c,ohpb,ECDH1ME8569_2258,ECDH1ME8569_2258
PHETA1_reverse_num1,glu__L_c,glu__L,ECDH1ME8569_3911,ECDH1ME8569_3911
PHETA1_reverse_num1,phpyr_c,phpyr,ECDH1ME8569_3911,ECDH1ME8569_3911
PHEt2rpp_reverse_num1,phe__L_c,phe__L,ECDH1ME8569_1416,ECDH1ME8569_1416
PHEtex_reverse_num1,phe__L_p,phe__L,ECDH1ME8569_0229,ECDH1ME8569_0229
MNLtex_reverse_num1,mnl_p,mnl,ECDH1ME8569_0229,ECDH1ME8569_0229
PPM_reverse_num1,r5p_c,r5p,ECDH1ME8569_3259,ECDH1ME8569_3259
PPM2_reverse,2dr5p_c,2dr5p,ECDH1ME8569_4239,ECDH1ME8569_4239
PMANM_reverse,man6p_c,man6p,ECDH1ME8569_1985,ECDH1ME8569_1985
PPPNt2rpp_reverse,pppn_c,pppn,ECDH1ME8569_2463,ECDH1ME8569_2463
PPPNtex_reverse_num1,pppn_p,pppn,ECDH1ME8569_0229,ECDH1ME8569_0229
PPTtex_reverse_num1,ppt_p,ppt,ECDH1ME8569_0229,ECDH1ME8569_0229
PRAGSr_reverse,gar_c,gar,ECDH1ME8569_3865,ECDH1ME8569_3865
PNTOtex_reverse_num1,pnto__R_p,pnto__R,ECDH1ME8569_0229,ECDH1ME8569_0229
POR5_reverse_num1,accoa_c,accoa,ECDH1ME8569_0642 and ECDH1ME8569_1322,ECDH1ME8569_0642
POR5_reverse_num1,accoa_c,accoa,ECDH1ME8569_0642 and ECDH1ME8569_1322,ECDH1ME8569_1322
POR5_reverse_num1,flxr_c,flxr,ECDH1ME8569_0642 and ECDH1ME8569_1322,ECDH1ME8569_0642
POR5_reverse_num1,flxr_c,flxr,ECDH1ME8569_0642 and ECDH1ME8569_1322,ECDH1ME8569_1322
PPAKr_reverse,ppa_c,ppa,ECDH1ME8569_3008,ECDH1ME8569_3008
PPALtex_reverse_num1,ppal_p,ppal,ECDH1ME8569_0229,ECDH1ME8569_0229
PPAtex_reverse_num1,ppa_p,ppa,ECDH1ME8569_1321,ECDH1ME8569_1321
PRMICI_reverse,prlp_c,prlp,ECDH1ME8569_1960,ECDH1ME8569_1960
PROGLYtex_reverse_num1,progly_p,progly,ECDH1ME8569_0229,ECDH1ME8569_0229
PROt2rpp_reverse,pro__L_c,pro__L,ECDH1ME8569_3970,ECDH1ME8569_3970
PROtex_reverse_num1,pro__L_p,pro__L,ECDH1ME8569_1321,ECDH1ME8569_1321
PRPPS_reverse,prpp_c,prpp,ECDH1ME8569_1146,ECDH1ME8569_1146
PSCLYStex_reverse_num1,psclys_p,psclys,ECDH1ME8569_2151,ECDH1ME8569_2151
PSCVT_reverse,3psme_c,3psme,ECDH1ME8569_0859,ECDH1ME8569_0859
PSERtex_reverse_num1,pser__L_p,pser__L,ECDH1ME8569_0229,ECDH1ME8569_0229
MOBDtex_reverse_num1,mobd_p,mobd,ECDH1ME8569_0229,ECDH1ME8569_0229
R5Ptex_reverse_num1,r5p_p,r5p,ECDH1ME8569_0229,ECDH1ME8569_0229
PTAr_reverse_num1,actp_c,actp,ECDH1ME8569_2234,ECDH1ME8569_2234
RBP4E_reverse_num1,xu5p__D_c,xu5p__D,ECDH1ME8569_4055,ECDH1ME8569_4055
PTRCORNt7pp_reverse,orn_p,orn,ECDH1ME8569_0650,ECDH1ME8569_0650
PTRCORNt7pp_reverse,ptrc_c,ptrc,ECDH1ME8569_0650,ECDH1ME8569_0650
REPHACCOAI_reverse,2oxpaccoa_c,2oxpaccoa,ECDH1ME8569_1338,ECDH1ME8569_1338
RFAMPtex_reverse,rfamp_p,rfamp,s0001,s0001
PTRCtex_reverse_num1,ptrc_p,ptrc,ECDH1ME8569_0229,ECDH1ME8569_0229
PUNP1_reverse,ade_c,ade,ECDH1ME8569_4240,ECDH1ME8569_4240
PUNP1_reverse,r1p_c,r1p,ECDH1ME8569_4240,ECDH1ME8569_4240
PUNP2_reverse,2dr1p_c,2dr1p,ECDH1ME8569_4240,ECDH1ME8569_4240
PUNP2_reverse,ade_c,ade,ECDH1ME8569_4240,ECDH1ME8569_4240
PUNP3_reverse_num1,gua_c,gua,ECDH1ME8569_2340,ECDH1ME8569_2340
PUNP3_reverse_num1,r1p_c,r1p,ECDH1ME8569_2340,ECDH1ME8569_2340
RIBtex_reverse_num1,rib__D_p,rib__D,ECDH1ME8569_0229,ECDH1ME8569_0229
PUNP4_reverse_num1,2dr1p_c,2dr1p,ECDH1ME8569_2340,ECDH1ME8569_2340
PUNP4_reverse_num1,gua_c,gua,ECDH1ME8569_2340,ECDH1ME8569_2340
PUNP5_reverse_num1,hxan_c,hxan,ECDH1ME8569_2340,ECDH1ME8569_2340
PUNP5_reverse_num1,r1p_c,r1p,ECDH1ME8569_2340,ECDH1ME8569_2340
RMI_reverse,rml_c,rml,ECDH1ME8569_3773,ECDH1ME8569_3773
PUNP6_reverse_num1,2dr1p_c,2dr1p,ECDH1ME8569_2340,ECDH1ME8569_2340
PUNP6_reverse_num1,hxan_c,hxan,ECDH1ME8569_2340,ECDH1ME8569_2340
PUNP7_reverse,r1p_c,r1p,ECDH1ME8569_2340,ECDH1ME8569_2340
PUNP7_reverse,xan_c,xan,ECDH1ME8569_2340,ECDH1ME8569_2340
RMNtex_reverse_num1,rmn_p,rmn,ECDH1ME8569_2151,ECDH1ME8569_2151
RMPA_reverse,dhap_c,dhap,ECDH1ME8569_3772,ECDH1ME8569_3772
RMPA_reverse,lald__L_c,lald__L,ECDH1ME8569_3772,ECDH1ME8569_3772
PYDAMtex_reverse_num1,pydam_p,pydam,ECDH1ME8569_2151,ECDH1ME8569_2151
PYDXNtex_reverse_num1,pydxn_p,pydxn,ECDH1ME8569_2151,ECDH1ME8569_2151
PYDXtex_reverse_num1,pydx_p,pydx,ECDH1ME8569_2151,ECDH1ME8569_2151
PYNP2r_reverse,r1p_c,r1p,ECDH1ME8569_3710,ECDH1ME8569_3710
PYNP2r_reverse,ura_c,ura,ECDH1ME8569_3710,ECDH1ME8569_3710
RPE_reverse_num1,xu5p__D_c,xu5p__D,ECDH1ME8569_4158,ECDH1ME8569_4158
PYRtex_reverse_num1,pyr_p,pyr,ECDH1ME8569_0229,ECDH1ME8569_0229
RPI_reverse_num1,ru5p__D_c,ru5p__D,ECDH1ME8569_2815,ECDH1ME8569_2815
QUIN2tex_reverse_num1,quin_p,quin,ECDH1ME8569_2151,ECDH1ME8569_2151
QUINDH_reverse,3dhq_c,3dhq,ECDH1ME8569_1636,ECDH1ME8569_1636
SBTPD_reverse,f6p_c,f6p,ECDH1ME8569_2615,ECDH1ME8569_2615
SERt2rpp_reverse_num1,ser__L_c,ser__L,ECDH1ME8569_2706,ECDH1ME8569_2706
SBTtex_reverse_num1,sbt__D_p,sbt__D,ECDH1ME8569_0229,ECDH1ME8569_0229
SDPTA_reverse,glu__L_c,glu__L,ECDH1ME8569_3239,ECDH1ME8569_3239
SDPTA_reverse,sl2a6o_c,sl2a6o,ECDH1ME8569_3239,ECDH1ME8569_3239
SERtex_reverse_num1,ser__L_p,ser__L,ECDH1ME8569_0229,ECDH1ME8569_0229
SHK3Dr_reverse_num1,skm_c,skm,ECDH1ME8569_1636,ECDH1ME8569_1636
SELtex_reverse_num1,sel_p,sel,ECDH1ME8569_1321,ECDH1ME8569_1321
